FID,globalid,uniq_id,timestamp,editor,scdy_edtor,wardname,wardcode,lganame,lgacode,statename,statecode,source,ecity_nam,x,y
605,00fbf818-6dac-4f9c-887a-69d9fcff3d50,4832,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ohaisu A,EBSAFK32,Afikpo North,11002,Ebonyi,EB,GRID,Nci Transformer,7.92777833270395,5.88686333307641
606,9ee97817-576d-4942-a10d-7ba0acfd5bec,4831,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Edda Ndiebor,EBSAKL11,Abakaliki,11001,Ebonyi,EB,GRID,Igbegu Onunkwegu Transformer 1,8.11102000017291,6.25459333341564
607,78788cce-f09a-4d3f-9bfc-1f08397d234c,4830,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndiegu Amegu 2,EBSCHR13,Ikwo,11007,Ebonyi,EB,GRID,Edukwu Enyibichiri Transformer,8.09154499960209,6.02164833260451
608,222b217c-2bdc-4161-9e08-55cbf93eaf3c,4829,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Echiaba,EBSUGB05,Ebonyi,11004,Ebonyi,EB,GRID,Mbam Agbo Oshimigbele Transformer,8.07856669969351,6.33719500034903
609,3e951042-df58-464c-9dde-3db20ca77844,4828,2/2/2018 12:00:00 AM,racheal.olarewaju, ,New Layout,EBSUGB16,Ebonyi,11004,Ebonyi,EB,GRID,Jmg Leister Transformer,8.11656666691817,6.337608333258
610,6ce61c31-a3a9-4684-8e39-fa6ecbc41092,4827,2/2/2018 12:00:00 AM,racheal.olarewaju, ,New Layout,EBSUGB16,Ebonyi,11004,Ebonyi,EB,GRID,Aloysius Nwali Transformer Site,8.11653499999028,6.33761333258929
611,62c9d435-6abd-4055-8121-fdff5087cd0f,4826,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amagu,EBSNKE01,Ezza South,11006,Ebonyi,EB,GRID,Odenigbo Transformer,8.06403666725845,6.11743499962557
612,fda548ca-84d1-4833-b1b9-9c7c461def61,4824,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndiokoro / Ndiokoro Ukwu,EBSSKA11,Ivo,11009,Ebonyi,EB,GRID,Europeans Quaters Transformer,7.55300166659367,5.89501833322953
613,89fe343a-53d6-49ce-954c-6d29c988f1b7,4823,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ohaisu A,EBSAFK32,Afikpo North,11002,Ebonyi,EB,GRID,Amachara Transformer 2,7.93271833298473,5.88920166662365
614,36a77bb3-307d-4246-ac89-9fca93dbacaf,4822,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ohaisu B,EBSAFK33,Afikpo North,11002,Ebonyi,EB,GRID,Eke Market Transformer,7.93750000042473,5.882466667203
615,b721b13b-77d8-483f-acb5-c9d739ca7a61,4821,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Obinagu,EBSSKA14,Ivo,11009,Ebonyi,EB,GRID,Ihuali Amanta Ayaragu Transformer,7.576684999713,5.87970166739808
616,a85e095f-8ef9-4d48-a701-00c39c2f4178,4819,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Nkomoro,EBSEBJ07,Ezza North,11005,Ebonyi,EB,GRID,Onuafor Electric Transformer,7.91537499995633,6.23290499966606
617,fd56daa0-b868-4ce1-a756-5cf89568e755,4818,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndiokoro / Ndiokoro Ukwu,EBSSKA11,Ivo,11009,Ebonyi,EB,GRID,Onunworie Transformer,7.52917329980801,5.87112829993117
618,021e0117-21cb-4fc8-8fb9-da1f0af6bc20,4817,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndiagu,EBSUGB13,Ebonyi,11004,Ebonyi,EB,GRID,Mbeke Transformer Linus Eje,8.12044000020592,6.64662333290056
619,f8c003d3-5604-47c8-970f-30d82f178f0a,4816,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndibe / Nkpoghoro,EBSAFK30,Afikpo North,11002,Ebonyi,EB,GRID,Amankwo Transformer,7.95015999968427,5.86930833291331
620,f1e7edc4-18a1-4422-9bdb-8d1a0fcec4c4,4815,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Echiaba,EBSUGB05,Ebonyi,11004,Ebonyi,EB,GRID,Nwibo Okemni Transformer,8.08202829996611,6.33516829987718
621,d98e0655-9611-4952-80d2-57ff3c53d981,4813,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amachi Ndiechi,EBSAKL04,Abakaliki,11001,Ebonyi,EB,GRID,Obegu Uwaerem Transformer,8.25604000044569,6.29287166689397
622,d65d71a5-19fc-48b7-a997-c69499fe7622,4812,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amachi Ndiechi,EBSAKL04,Abakaliki,11001,Ebonyi,EB,GRID,Obegu Transformer,8.252498332632,6.29382666686723
623,e4fe5ae1-0718-40ef-bbca-1f0206c174c9,4811,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Edda Ndiebor,EBSAKL11,Abakaliki,11001,Ebonyi,EB,GRID,Ocharshi Village Transformer,8.10369166673706,6.21241833283983
624,d11ff4a7-d351-4696-8832-cc1b085b2f93,4810,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amuzu,EBSBKL02,Izzi,11010,Ebonyi,EB,GRID,Ndieboroshoku Transformer,8.18591833256505,6.28606666694316
625,1d5a2af5-af8b-4afa-843e-17eeeaf1ce5f,4808,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndibe / Nkpoghoro,EBSAFK30,Afikpo North,11002,Ebonyi,EB,GRID,Amaelu Transformer,7.95180166711327,5.87052666697213
626,571f15e1-a427-412c-a1f5-aac9e9fe74f5,4807,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ohaisu A,EBSAFK32,Afikpo North,11002,Ebonyi,EB,GRID,Amachara Transformer 1,7.93263666734839,5.88951999964831
627,aca1c5d0-e268-4057-b313-1a45e4cef598,4806,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Umuoghara 1,EBSEBJ14,Ezza North,11005,Ebonyi,EB,GRID,Nwaode Trasformer,8.05386166658269,6.32989833294175
628,715f562c-ccaa-4f32-9ba0-20586a5871c8,4805,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Obioha,EBSBZR11,Ohaozara,11011,Ebonyi,EB,GRID,Amaepiti Electricity Power Installation,7.82482833266147,6.01955666690668
629,dba15b57-50f1-4d8e-8195-1c75a33991cf,4804,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ohaisu A,EBSAFK32,Afikpo North,11002,Ebonyi,EB,GRID,Okogeri Transformer,7.9349099996968,5.89091500012722
630,695d6ba3-c03c-4193-a7c2-313484c214ab,4803,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Etiti,EBSBZR06,Ohaozara,11011,Ebonyi,EB,GRID,Onu Ugoni Power Installation,7.81884169958482,6.04613329981197
631,92b8e926-d94a-4bd1-a931-fabd5b03fa02,4802,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Umuoghara 2,EBSEBJ15,Ezza North,11005,Ebonyi,EB,GRID,Quarry Transformer,8.03644333279362,6.30925333327474
632,60dd11ef-f48c-418d-84b5-0fe8a6465895,4801,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Umuoghara 2,EBSEBJ15,Ezza North,11005,Ebonyi,EB,GRID,Oboaego Transformer,8.03758833343488,6.30747833325853
633,d63a6bd8-167b-4b3d-9d1a-b09b664df92c,4800,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Umuoghara 2,EBSEBJ15,Ezza North,11005,Ebonyi,EB,GRID,Ogueru Transformer,8.03087499958161,6.31179166705186
634,cf8a4aa2-f1fa-4db8-b5ae-c4175c48cd88,4799,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Umuoghara 2,EBSEBJ15,Ezza North,11005,Ebonyi,EB,GRID,Ogueru Quarry Transformer,8.03420166737311,6.31185333266524
635,478292c3-bd15-45ff-87fc-e3a277d402a9,4798,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Timber Shade,EBSAKL20,Abakaliki,11001,Ebonyi,EB,GRID,Ebonyi State Corlins Nworie Street Transformer,8.09896666737785,6.29340833282834
636,f3b68012-6fe6-4022-a647-2fdeefc16e87,4797,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Edda Ndiebor,EBSAKL11,Abakaliki,11001,Ebonyi,EB,GRID,Igbegu Onunkwegu Transformer 2,8.11078500012769,6.25466833327698
637,3c0e1a33-7858-452e-80ba-b6916cf1e13b,4796,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Edda Ndiebor,EBSAKL11,Abakaliki,11001,Ebonyi,EB,GRID,Okpuitumo Onunkwago Transformer,8.10456500017466,6.24943333288206
638,443afe37-eb61-4618-9e92-45ccf2a01be9,4795,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Edda Ndiebor,EBSAKL11,Abakaliki,11001,Ebonyi,EB,GRID,Ekebe Transformer 2,8.10892666713204,6.25010833343288
639,9eb32c53-4309-48ef-a06f-ab2978918bcf,4794,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Edda Ndiebor,EBSAKL11,Abakaliki,11001,Ebonyi,EB,GRID,Max Transformar,8.11007999999208,6.25952000034778
640,3c2d47f1-73ec-4339-9602-05389aafb4ab,4793,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ebia,EBSAKL10,Abakaliki,11001,Ebonyi,EB,GRID,Unnamed Transformer,8.10328333315937,6.26438333342412
641,8fd1b3e6-7894-4f8d-bb94-ba493799f857,4792,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndietta,EBSBKL13,Izzi,11010,Ebonyi,EB,GRID,Nguji Ndiedor Junction Transformer,8.35231666668085,6.37627166740356
642,1aad81be-012f-4b69-b79c-0201a1496ff5,4791,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndubia,EBSBKL18,Izzi,11010,Ebonyi,EB,GRID,Ojiegbe Transformer,8.38460333267773,6.38361000040123
643,5136d220-6b74-4230-af9e-a9f13242fb30,4790,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndietta,EBSBKL13,Izzi,11010,Ebonyi,EB,GRID,Ndiakparatu 1 Transfomer,8.33791666722044,6.367564999725
644,cae83aa3-a485-4538-98d5-4e1657435aa2,4789,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Edda Ndiebor,EBSAKL11,Abakaliki,11001,Ebonyi,EB,GRID,Amach Onunkwegu Transformer,8.11032499959913,6.24418333269472
645,f1476696-2226-4226-8afc-eb8b7744b151,4788,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ameke,EBSEDA04,Afikpo South,11003,Ebonyi,EB,GRID,Power Transformer,7.83926333283659,5.74940666718402
646,15d40db3-4335-40a2-9526-6056b3425513,4787,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndinkwuda,EBSBKL17,Izzi,11010,Ebonyi,EB,GRID,Ndubia Hospital Transfomer,8.321155000403,6.36143000009446
647,1fafe331-24f3-4361-a6a7-3a3c1972fcbc,4786,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Enuagu-Onicha,EBSNCA10,Onicha,11013,Ebonyi,EB,GRID,Electricity Substation Ufuene Community,7.81040333294749,6.08683000020437
648,43c95944-4d68-431c-a728-95783704a764,4785,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Enuagu-Onicha,EBSNCA10,Onicha,11013,Ebonyi,EB,GRID,Electricity Substation Umunna Community,7.7980766674043,6.07917333328277
649,f641f2f9-dc76-4d22-a5ec-ca9667db9b81,4783,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Enyibichiri 1 / Ukpachacha / Oguzoronweya,EBSUGB09,Ebonyi,11004,Ebonyi,EB,GRID,Okpoduma Transformer,8.16124666700011,6.51280333290754
650,5104f865-3bdb-4379-adcd-472990fa60ee,4782,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oyege,EBSBKL25,Izzi,11010,Ebonyi,EB,GRID,Oyege Transformer,8.24678833281536,6.57384000001605
651,335a6eb8-a71d-455d-addc-fa80f04a85c4,4781,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Nwofe / Ndioga,EBSBKL20,Izzi,11010,Ebonyi,EB,GRID,Ndiogaga Transformer,8.17674666682524,6.49942666660741
652,7ffd09f3-531c-4c78-b905-9ea13c737df2,5301,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Shamaki,GMSGME11,Gombe,16006,Gombe,GO,GRID,Tcn Gombe Subregional Office,11.1370833300317,10.3183599997143
653,5ee19c31-5e93-44e9-91e0-b536a8f93093,5300,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Sintali B,TRSJAL07,Jalingo,35007,Taraba,TA,GRID,Mayo Gwoi Substation,11.3510333326223,8.91190666715903
654,7974210f-bcd6-4eef-978c-dbbdf427dab7,5299,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ifite,ANSZBL07,Ekwusigo,4009,Anambra,AN,GRID,National Intergrated Power Holding Ezumeri Oraifite,6.83877000003554,5.99970000035478
655,5680a070-db06-4fdc-93a7-aa584749f60e,5298,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Nnobi 1,ANSJJT05,Idemili South,4011,Anambra,AN,GRID,Enugu Electricity Distribution Company Nnobi,6.94391000034631,6.04469000034328
656,449b2a4b-3284-4f0d-aab1-0cd12230849c,5297,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oba 2,ANSJJT10,Idemili South,4011,Anambra,AN,GRID,Enugu Electricity Distribution Company Oba,6.81395999985415,6.08718999971876
657,416cc4eb-d95a-4825-badb-6fb009e460f3,5296,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oba 2,ANSJJT10,Idemili South,4011,Anambra,AN,GRID,Umuogali Telecom Infrastructure Provider,6.83208999955389,6.08051000013643
658,24d93e35-8982-4444-8d81-8675265da01f,5295,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Nkwelle 2,ANSHTE06,Oyi,4021,Anambra,AN,GRID,Nwobia Road Electricity Substation,6.86754999983265,6.22067999978219
659,8ca27359-164a-4bd2-adfa-9a5233e460ef,5294,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Utuh,ANSUKP20,Nnewi South,4015,Anambra,AN,GRID,Valenz Electricity Substation,6.95811196819284,5.98344213284821
660,d73f6b13-f2a2-41c5-8fa5-22ac00479958,5293,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Nkwelle 2,ANSHTE06,Oyi,4021,Anambra,AN,GRID,New Generation Electric Substation,6.87474231980224,6.1988026806992
661,e5f08993-1169-4138-891f-6caca30f4341,5292,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Umudim 2,ANSNNE07,Nnewi North,4014,Anambra,AN,GRID,High Tension Electricity Substation,6.92537871865301,6.01839925112461
662,2f50e8f9-00cb-4627-a66e-21be6f53dda7,5291,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Awka 7,ANSAWK05,Awka South,4006,Anambra,AN,GRID,Umubele Electricity Substation,7.06786999980068,6.19577000038527
663,992ea059-47cd-4e27-a4aa-7f26898b6b6c,5239,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Vandapuye,PLSJJN20,Jos North,32005,Plateau,PL,GRID,Electricity House,8.88819580039592,9.91647230015656
664,e72f660c-2c9b-4ffb-a6fa-0b61c2cac5bd,5290,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Nkpor Agu 2,ANSGDD06,Idemili North,4010,Anambra,AN,GRID,Enugu Electricity Distribution Plc Ogidi District,6.86401000026137,6.15341999983315
665,41282192-4a8f-4817-b9ff-40caac3553d7,5289,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amawu Ward A Ihiala,ANSHAL01,Ihiala,4012,Anambra,AN,GRID,Umuezuogu Ndiezike Transformer,6.85038999989865,5.84316999989562
666,1a7f4931-fe04-43b2-9bae-8fa6203074ee,5288,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agulu 3,ANSNEN09,Anaocha,4004,Anambra,AN,GRID,Nkitaku Electricity Substation,7.04329999989511,6.10434000009099
667,69d6dcd0-f63d-46d7-bbf2-8392dbeef4f5,5286,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Obeledu,ANSNEN19,Anaocha,4004,Anambra,AN,GRID,Orie Obeledu Electricity Station,7.02223000041425,6.08178999980868
668,df2978c0-f8ac-46ef-b8cc-6223fb3a1f01,5285,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Eziama / Ihite Ward 1 Uli,ANSHAL05,Ihiala,4012,Anambra,AN,GRID,Ubuluisiuzor Electricity Station Ihiala,6.88539731923095,5.84250930396126
669,7a6c7222-eba9-4c1b-a566-943a544e8534,5284,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Obosi 2,ANSGDD09,Idemili North,4010,Anambra,AN,GRID,Ezebude Substation,6.83540999977174,6.11790999994656
670,603b391b-7914-40d7-a90e-a2608e91357f,5283,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Awka 5,ANSAWK10,Awka South,4006,Anambra,AN,GRID,Awka Galaxi Substation,7.08274999981268,6.23842999994457
671,2444ec54-aa70-48e6-84c2-39db207c2147,5281,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Adazi Ani 2,ANSNEN04,Anaocha,4004,Anambra,AN,GRID,Umudiana Electric Station,7.01628999988361,6.11060999965179
672,e5b5156c-d593-4243-ba4e-89d56723be85,5280,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Nkwelle 2,ANSHTE06,Oyi,4021,Anambra,AN,GRID,Nwobia Electricity Substation,6.86019000036828,6.21796999981569
673,72df80ec-0c6c-4ad3-9a11-2cc1642cb8e8,5279,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Nnokwa,ANSJJT08,Idemili South,4011,Anambra,AN,GRID,Eziama Village Nnokwa Electric Substation,6.96538999984864,6.05886999955089
674,55b47e1d-d5d0-4a4b-9535-abfdaa1a8c96,5278,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Adazi Ani 2,ANSNEN04,Anaocha,4004,Anambra,AN,GRID,Umudiana Substation,7.01634999995258,6.11043999990613
675,f758a3a3-e657-47b7-a0b2-1993e1951aa3,5274,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Afonta,OYSINW02,Ibadan North West,31008,Oyo,OY,GRID,Ibedc,3.87885833304568,7.39041500015219
676,4e54ab18-3a0b-4e9b-93d6-7984ac5acb09,5273,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ago Iwoye 1,OGSIUN01,Ijebu North,28009,Ogun,OG,GRID,Ago Iwoye Injection Substation,3.89897166700888,6.9335216669914
677,0fe98e00-58b5-4206-8867-1c8a580fe1a5,5272,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Takwok,PLSBLD19,Barkin Ladi,32001,Plateau,PL,GRID,Sabon Layi Electric Substation C,8.8905849995981,9.53623833293278
678,7a6b4124-e6a2-4a9a-9acc-957beaabdc9a,5271,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Gassa,PLSBLD02,Barkin Ladi,32001,Plateau,PL,GRID,Rakung Power Station,8.88423669966403,9.54662830035585
679,3d961b83-d926-4a6a-bb5f-15d18d5b352f,5270,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Takwok,PLSBLD19,Barkin Ladi,32001,Plateau,PL,GRID,Shaku Power Point,8.88794169964979,9.5407282998712
680,b5f8987f-1463-41be-a6ee-38ccdb399b4b,5269,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Moniya,OYSAKE08,Akinyele,31002,Oyo,OY,GRID,Olode Idiose,3.9207432995637,7.49635999981416
681,7732acb2-f9ee-4415-b153-ee93899b0076,5268,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Echialike,EBSCHR04,Ikwo,11007,Ebonyi,EB,GRID,Electricity Substation Nwidda Market Pkariaechi,8.3257183331346,6.23547666681475
682,827d4fbc-d482-4148-8353-355d2c344131,5267,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iyiudene,EBSAKL14,Abakaliki,11001,Ebonyi,EB,GRID,Ogoja Road Transformer 1,8.11928666734588,6.31579333269622
683,035b34b5-6f5e-4592-8358-794800c218e2,5266,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Izzi Unuhu,EBSAKL15,Abakaliki,11001,Ebonyi,EB,GRID,Hatchery Transformer,8.08936833268245,6.30327666738435
684,d58cf363-2671-4e41-b0e1-1751a9f13b78,5265,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogboji,EBSEBJ08,Ezza North,11005,Ebonyi,EB,GRID,Transformer Akpurubia,7.93631499973748,6.22944833307417
685,82a4c99f-039e-4779-9c01-e3fc6c4ec611,5264,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndiegu Amegu 1,EBSCHR12,Ikwo,11007,Ebonyi,EB,GRID,Afiuge Ndieke Transformer,8.12381999959337,5.9790466666704
686,c610e99b-66dc-4dcf-9adf-a76806dac6b4,5263,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Echiaba,EBSUGB05,Ebonyi,11004,Ebonyi,EB,GRID,Dike Close Transformer,8.08533330039154,6.34063170019283
687,6d956bd1-8dab-478d-99e2-3e5d2c7bc499,5262,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Okpaugwu,EBSAKL17,Abakaliki,11001,Ebonyi,EB,GRID,Mikano Leister Transformer,8.11945666709158,6.33175166660618
688,4d3bea4e-e23f-4ca9-abb3-1a6cd23acd33,5260,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Takwok,PLSBLD19,Barkin Ladi,32001,Plateau,PL,GRID,Dogon Layi Electrical Pole,8.88990833260351,9.5347466670251
689,1e653d2d-b07a-4a8f-af8f-de46383de092,5259,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Takwok,PLSBLD19,Barkin Ladi,32001,Plateau,PL,GRID,Sabon Layi Poleb,8.89072499975896,9.53583999981618
690,f21ecef5-6a68-437f-9969-9e72921ebc51,5258,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Pankshin,PLSPKN15,Pankshin,32013,Plateau,PL,GRID,Plateau State Electricity Distribution Company,9.44084166680955,9.32467333330771
691,0a24598b-92fe-4b62-ae6d-3cb3145e795b,5257,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ehi-Na-Uguru,ABSMBA07,Isiala-Ngwa South,1007,Abia,AB,GRID,Okpokiri Power Substation,7.44991427802154,5.3166356837898
692,79e7a82a-8577-4a35-862b-3a8c44fe243b,5256,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Umuasua,ABSMBL18,Isuikwuato,1008,Abia,AB,GRID,Anamco Power Substation,7.50063666734837,5.73608666716598
693,57734a65-a8b8-40f5-a229-f135f90098e4,5255,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Adiabo Efut,CRSDUK07,Odukpani,9015,Cross River,CR,GRID,Power Plant,8.33928860008888,5.07211909991656
694,97e87bda-d1cc-4d74-a32d-a68e923d8abb,5252,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Alusekere,OSSENH01,Ede North,30007,Osun,OS,GRID,Apena Electricity Sub Station,4.53628166686548,7.6773450002716
695,99f864ae-97e6-4ee9-980d-4493d062bb3c,5251,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Alusekere,OSSENH01,Ede North,30007,Osun,OS,GRID,Agodo Community Transformer,4.52297500019614,7.68271666704061
696,697bcfae-2218-4a52-ab86-cf8c300a5bbc,5248,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ereja,OSSIEW04,Ilesha West,30019,Osun,OS,GRID,Oke Omiru Power Supply 2,4.74467999978219,7.6449083327534
697,d63c9b5d-0924-4634-9f0f-75f56cb806a4,5246,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Modakeke 2,OSSIET04,Ife East,30012,Osun,OS,GRID,Irebami Substations,4.50892166690147,7.47631833282486
698,0efaea66-1179-40e8-bdbf-52113564921c,5245,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bolorunduro,OSSIAE02,Ilesha East,30018,Osun,OS,GRID,National Integrated Power Project Ilerin,4.7687283326465,7.6012083328983
699,f31ff1f8-d86d-4437-97f3-d6bd3e1e46c4,5244,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agowande,OSSOLA01,Olorunda,30027,Osun,OS,GRID,Transmission Company Of Nigeria,4.57998499960809,7.8025416673641
700,25f3646e-892d-402e-8832-9f83cb191250,5243,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kanawa / Wajari,GMSYDB06,Yamaltu/Deba,16011,Gombe,GO,GRID,High Tension Online,11.3503466696631,10.2894183296922
701,5b1354b6-228d-4e7b-b24f-7880d46965bf,5242,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Barwo Nasarawo,GMSNFD01,Nafada,16009,Gombe,GO,GRID,Solar Power,11.214841670207,11.0746200000131
702,edd025cd-46a3-454d-9e40-c2eb23c5122a,5241,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Birin Fulani West,GMSNFD05,Nafada,16009,Gombe,GO,GRID,Unguwan Wali Solar,11.2709650001347,10.9160350001152
703,9afa7a6d-7cc6-47fb-b1d0-b5f9a04934e1,5240,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Birin Fulani West,GMSNFD05,Nafada,16009,Gombe,GO,GRID,Unguwan Madaki Solar,11.270815000412,10.916863329679
704,16dca7ff-2b7f-4080-8fc4-035fb8686d1a,5238,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Takwok,PLSBLD19,Barkin Ladi,32001,Plateau,PL,GRID,Electric Substation,8.88723330007679,9.54099330040054
705,c73ee4da-468d-47ff-bdc8-8f09ffe99c12,5237,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Takwok,PLSBLD19,Barkin Ladi,32001,Plateau,PL,GRID,Angwan Baba Loma Power Point,8.88931670010567,9.5415583003753
706,f4c5e3fa-e223-4ee9-93ca-d75857c7854e,5236,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Angwan Rogo / Rimi,PLSJJN04,Jos North,32005,Plateau,PL,GRID,National Integrated Power Project,8.86647166733366,9.94706166666265
707,7ada7972-f5ef-4be7-9c6a-041a67b1f7dc,5235,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Aboro,KD2001,Sanga,19020,Kaduna,KD,GRID,Electricity Power Station Joko 2,8.67605833282585,9.38366166675257
708,052fdcea-32b4-4ada-b6e1-51210f45a820,5234,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Aboro,KD2001,Sanga,19020,Kaduna,KD,GRID,Electricity Power Station Joko1,8.68127833342839,9.38954166721425
709,d574f1ee-b873-4176-9535-3ebd66218aa0,5233,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Dashonong,PLSBUU03,Jos South,32006,Plateau,PL,GRID,Jos Electricity Distribution Dadin Kowa,8.86556000029384,9.85780666684423
710,0733ccea-6444-4caf-b7c6-adee61e8d97e,5232,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kuru A,PLSBUU10,Jos South,32006,Plateau,PL,GRID,National Integrated Power Project,8.86552670019711,9.72555669968199
711,60c778cf-4167-401f-8ae0-3e3c7ce5fc0e,5231,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke Ola,OYSISN11,Iseyin,31016,Oyo,OY,GRID,Iseyin Substation Barracks,3.60919833343638,7.96478499962808
712,a92fb036-2235-42fb-9e3b-20e369ee4cc9,5229,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bode Saadu,KWSBDU05,Moro,24012,Kwara,KW,GRID,Manda,4.78047666666487,8.91134666741482
713,f2cd4c1e-7319-493d-9439-def0d1c2ee4c,5228,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Egbeda,OGSOBE04,Obafemi Owode,28015,Ogun,OG,GRID,Tolu Electricity Substation,3.38870999966679,7.1047150000972
