FID,globalid,uniq_id,timestamp,editor,scdy_edtor,wardname,wardcode,lganame,lgacode,statename,statecode,source,ecity_nam,x,y
1,8fb34941-bef4-4af2-b560-e0453879a1f9,5777,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oguduokwo Oshiri,EBSNCA16,Onicha,11013,Ebonyi,EB,GRID,Eke Oshiri Transformer,7.89047500012123,6.13452666727193
2,f75471bb-a04b-4ec6-8818-32c6653801c2,5778,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Baale Okuku,OSSODN02,Odo Otin,30025,Osun,OS,GRID,Oke Ola Power Station Okuku,4.67875999957437,8.02907500021115
3,f2c94db2-87d8-4fdc-861b-2cae82ae9811,5779,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ward 3,CRSANA03,Calabar South,9009,Cross River,CR,GRID,University Of Calabar Station,8.34993169968823,4.95028499975297
4,354b9705-2575-4227-b896-8ae31fadde1a,4920,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oriuzor 1,EBSEBJ09,Ezza North,11005,Ebonyi,EB,GRID,Onunworie Transformer,8.02945333330473,6.21617333333273
5,72caabbb-614d-40a1-9d57-feba263f7610,4693,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Echara,EBSNKE09,Ezza South,11006,Ebonyi,EB,GRID,Obulor Transformer,7.89808333297947,6.13575499999331
6,5a32b189-1184-4cdc-9f49-e207a1c243d4,4608,2/2/2018 12:00:00 AM,najib.adam, ,Akpugo 2,ENSAGN13,Nkanu West,14012,Enugu,EN,GRID,Eedc,7.55666166720221,6.31664833255456
7,b35a047e-f2d3-446f-922e-170a43790f02,4814,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Umuoghara 2,EBSEBJ15,Ezza North,11005,Ebonyi,EB,GRID,Ebiaji Dc,7.99607666740434,6.22487833276887
8,35717815-74d8-4d46-b59d-412e63d17d31,5646,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idofian 2,KWSSHA03,Ifelodun,24005,Kwara,KW,GRID,Awoniyi Power Cable,4.68738333337416,8.31494166712429
9,8f5e3839-e93c-4eef-9871-57ecb63644c5,5645,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Sunren,OGSIFO11,Ifo,28007,Ogun,OG,GRID,Olorunsogo Power Plant,3.3120299996848,6.87939666662294
10,15ce2bb5-a824-469f-845e-607a9ee3a9d3,5644,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ota 2,OGSADO14,Ado Odo/Ota,28003,Ogun,OG,GRID,Electricity Control Power Point,3.20827833317855,6.6550433326837
11,1f819c14-735e-49d7-8a9e-fad161ea4cb4,5643,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Opeilu / Ibaragun,OGSIFO09,Ifo,28007,Ogun,OG,GRID,Nigerian Gas Company Ltd Transformer,3.33708333302945,6.71383333324178
12,50b3c862-0a68-4388-bba2-934e412c6502,5641,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Okuzu-Ukawu / Ebirogu Okuzzu 2,EBSNCA20,Onicha,11013,Ebonyi,EB,GRID,Ezuku Ldoko Electricity Substation And Power Installation,7.88791330015874,6.07594829967434
13,79d3782e-21db-4c01-b320-7c21af2619f6,5640,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iyioji 1 / Iyioji 2 / Iyioji Akaeze,EBSSKA09,Ivo,11009,Ebonyi,EB,GRID,Ezuagha Electricity Power Supply,7.69449000041323,5.90660000038974
14,f15d114a-42ad-44c5-96e7-8deefb0c573f,5637,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilisan 2,OGSIKE04,Ikenne,28012,Ogun,OG,GRID,Babcock University Power Plant,3.72137833284381,6.88652333338518
15,4f5364aa-da3e-410b-9048-04bef5cc968f,5636,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Aisegba 1,EKSGBN02,Gbonyin,13007,Ekiti,EK,GRID,Transformer,5.47777666665991,7.60452833311615
16,465cf4ed-5629-4e0c-ae53-7420e7c058d3,5635,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Isiama / Uduma,ABSHAF11,Ohafia,1010,Abia,AB,GRID,Okagwe Power Substation,7.8188766670246,5.68062833283136
17,c8626b43-7ee8-4875-8a1e-955061141bca,5634,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Onimankiong,CRSDUK11,Odukpani,9015,Cross River,CR,GRID,National Intergrated Power Project Ikot Nyong,8.26274169976966,5.18899169970723
18,b8504672-cde6-4234-9265-0ffad5fc9791,5633,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Onimankiong,CRSDUK11,Odukpani,9015,Cross River,CR,GRID,Lot 1 Calabar Power Station,8.27173999960132,5.19323000036428
19,e524bc53-e27d-49a1-a166-f5fd20e45f7e,5632,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olukotun Inisha,OSSODN13,Odo Otin,30025,Osun,OS,GRID,Ibadan Electricity Distribution,4.65558666659143,7.97917666686971
20,18b5a9b8-2028-441c-936d-8338ac4cb5d0,5631,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Timber Shade,EBSAKL20,Abakaliki,11001,Ebonyi,EB,GRID,13 Umualaoma Street Roadtransformer,8.09690999969678,6.3027116674096
21,346408b5-016e-4169-9bcb-a09d763b76d5,5630,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Odo Ado,EKSADO08,Ado-Ekiti,13001,Ekiti,EK,GRID,National Integrated Power Project,5.23405833272591,7.60062666668739
22,92d01e35-2292-48ec-bb22-61ca908177eb,5629,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Aisegba 1,EKSGBN02,Gbonyin,13007,Ekiti,EK,GRID,Transformers,5.48528500030255,7.6011700001954
23,37c7d4e8-6fb3-4104-b4e5-35f04dcea2cb,5628,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amaezu / Amaelu,EBSZLL03,Ishielu,11008,Ebonyi,EB,GRID,Transformer Amaezu Junction,7.7556549998784,6.55057166714874
24,6bc610de-ada0-4a21-86d7-455c08b75e9b,5627,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ebia,EBSAKL10,Abakaliki,11001,Ebonyi,EB,GRID,Along Umuome Major Local Road,8.06294166712428,6.21100499968105
25,2e546137-3f1b-4397-add4-082cdd18d567,5626,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Enyigba / Amagu Armyland,EBSAKL13,Abakaliki,11001,Ebonyi,EB,GRID,Electricity Substations Umuome,8.05705499998828,6.21150500025561
26,54c66b62-75cb-4c2e-a1c4-4efd7496b3c0,5625,2/2/2018 12:00:00 AM,racheal.olarewaju, ,New Layout,EBSUGB16,Ebonyi,11004,Ebonyi,EB,GRID,Ogboloko Transformer Site,8.10977000008546,6.34659000012846
27,74a9ac4a-7fd3-4746-a5cd-cc209827b923,5624,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amuzu,EBSBKL02,Izzi,11010,Ebonyi,EB,GRID,Agalegu Primary Schools,8.17349833268196,6.29727000011047
28,6384d3a1-35f1-4f8b-9315-9651dc597ed5,5623,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Obeagu,EBSZLL21,Ishielu,11008,Ebonyi,EB,GRID,Electric Installation,7.76927833312863,6.58895333273017
29,6cbc4d2e-037b-4d4b-99b6-8629979d23dd,5622,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Obeagu,EBSZLL21,Ishielu,11008,Ebonyi,EB,GRID,High Tension,7.77277999999706,6.58771833333446
30,f75b367a-225f-484d-8075-8f5e3bb1de9c,5621,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Obeagu,EBSZLL21,Ishielu,11008,Ebonyi,EB,GRID,Nkalaha City,7.76995500012322,6.58871499979745
31,d2f739f4-7107-455a-b221-7c1e4c48e080,5620,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Nkalaha,EBSZLL18,Ishielu,11008,Ebonyi,EB,GRID,Nkalaha Sub 2,7.77362333295048,6.5875999996403
32,b21e2be6-02f9-473c-a45f-308dcecf8561,5619,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Enyigba / Amagu Armyland,EBSAKL13,Abakaliki,11001,Ebonyi,EB,GRID,Ngamgbo Nwakpu Electricity Sub Station Amuzu,8.05318000025687,6.18258999962882
33,0324e15a-5f12-4c3a-aa8b-9a938b37b6d9,5617,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Okpuitumo Ndiegu,EBSAKL19,Abakaliki,11001,Ebonyi,EB,GRID,Nchiegu Transformer,8.29547166678407,6.25848833317008
34,df8eeb21-cadb-4fb7-a230-3b4e812a799b,5616,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Effium 1,EBSHKW03,Ohaukwu,11012,Ebonyi,EB,GRID,Ndiagu Ezza Electricity,8.03481166672509,6.61886666716299
35,96a1bd78-8f27-4d6e-96b6-fc523a873d30,5615,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Timber Shade,EBSAKL20,Abakaliki,11001,Ebonyi,EB,GRID,Amainyma Umuro Transformer,8.1008600001889,6.3068883330302
36,f3ff57ea-7c0f-403e-abab-e52230b875ba,5614,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Amusement Parks Transformer 2,8.10335333279011,6.32958166726019
37,bcc2dfc5-1fcc-4cda-924f-423630cbecdd,5613,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Isi-Onicha,EBSNCA14,Onicha,11013,Ebonyi,EB,GRID,Umuojita Eziga Ezedike Community Power Installation,7.77691166713976,6.0811833333442
38,587ed78f-b481-4c7a-b74e-b5f28a7454ff,5612,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Nkalaha,EBSZLL18,Ishielu,11008,Ebonyi,EB,GRID,Amagu,7.81202500035351,6.59879000035829
39,d288c174-49df-4cb2-8b68-7e021ebb2b34,5611,2/2/2018 12:00:00 AM,racheal.olarewaju, ,New Layout,EBSUGB16,Ebonyi,11004,Ebonyi,EB,GRID,Udemezue Street Transformer,8.11928833289028,6.33568666730588
40,b0a33d91-0110-4b8d-b6a3-83a5c23c2107,5610,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Nkalaha,EBSZLL18,Ishielu,11008,Ebonyi,EB,GRID,Ndiegu Egbrigba,7.80923999962636,6.58053000005953
41,e68dfb90-efd9-4fa9-924a-d9adda60105b,5609,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Effium 1,EBSHKW03,Ohaukwu,11012,Ebonyi,EB,GRID,Electricity Substaion Eguojabah Village,7.99922666697717,6.66847666706457
42,35afda98-edb8-4dc9-874e-906093841bc1,5608,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Effium 1,EBSHKW03,Ohaukwu,11012,Ebonyi,EB,GRID,Onu Ngamgbo Igwe Electricity,8.00027666683474,6.66663999963635
43,8c18f297-41c8-49b4-8e9c-19557fe6acd4,5607,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Umuoghara 1,EBSEBJ14,Ezza North,11005,Ebonyi,EB,GRID,Mgbabor Trasformer,8.0715566669067,6.33746500020965
44,3ad6c7de-69f2-4de2-905a-49ede0377fa7,5606,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amaezu / Amaelu,EBSZLL03,Ishielu,11008,Ebonyi,EB,GRID,Ishielu Amaezu Village Transformer,7.75031666738033,6.55807166677403
45,e56e9f32-c576-4311-a502-bcc93da52ee4,5605,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Edda Ndiegu,EBSAKL12,Abakaliki,11001,Ebonyi,EB,GRID,Ifelemenu Transformer,8.20855000028234,6.20403333287209
46,7c4d9786-8ef2-46ff-8c8b-7b1de4752a18,5603,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Echiaba,EBSUGB05,Ebonyi,11004,Ebonyi,EB,GRID,Ebonyi Voice Ntezi Aba Mile 50 Transformer Site Abakaliki,8.08339833256701,6.34616166742705
47,54abe786-919e-463b-934c-bf0d060f33b0,5602,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Edda Ndiegu,EBSAKL12,Abakaliki,11001,Ebonyi,EB,GRID,Afia Izzamgbo,8.20180670011916,6.22971829965985
48,de4e9aa8-66dc-41a4-8cc2-97dfc74e99b8,5600,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Uhuotaru Ugwulangwu,EBSBZR14,Ohaozara,11011,Ebonyi,EB,GRID,Amaogudu Aguiyima,7.89849666678776,5.99084333295349
49,78ebb813-8c7d-49f1-9a6c-8ea715f81823,5599,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Nkalaha,EBSZLL18,Ishielu,11008,Ebonyi,EB,GRID,Transformer,7.80978000024686,6.58098329973956
50,948c9f28-60c8-4dbd-996c-9504f41eacaf,5598,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amaezu / Amaelu,EBSZLL03,Ishielu,11008,Ebonyi,EB,GRID,Niger Cem Mini Transformer,7.78840166730316,6.54866333274668
51,d83d4ae0-a76b-4c91-971c-86272c622c7e,5597,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amaezu / Amaelu,EBSZLL03,Ishielu,11008,Ebonyi,EB,GRID,Nigeria Cement Group Company Estate Power House,7.77478333338416,6.55019666694267
52,c83f28ea-c286-4fd3-853e-a9d4a9f6382e,5545,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ntezi 2,EBSZLL20,Ishielu,11008,Ebonyi,EB,GRID,Ndiaguogwu,7.86119333330572,6.41496999956587
53,5d02f5e5-fd89-445c-9bbf-a0da816a2a38,5590,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Echiaba,EBSUGB05,Ebonyi,11004,Ebonyi,EB,GRID,Nepa Plant Mile 50,8.08480330023218,6.34494499981196
54,9664fe60-de45-4059-b74b-5b8e15373ef5,5589,2/2/2018 12:00:00 AM,racheal.olarewaju, ,New Layout,EBSUGB16,Ebonyi,11004,Ebonyi,EB,GRID,Dr Urochukwu Off Ebeebe Junction Transformer,8.10563500005526,6.34061830029435
55,e7eb5d0b-27ba-479d-ae13-7b85706f8dd8,5588,2/2/2018 12:00:00 AM,racheal.olarewaju, ,New Layout,EBSUGB16,Ebonyi,11004,Ebonyi,EB,GRID,Ebeebe Junction Transformer Electronic Point,8.10551830042925,6.34266499988991
56,2c0fa409-4778-45e3-8c5f-55e76e4dcce2,5587,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oriuzor 2,EBSEBJ10,Ezza North,11005,Ebonyi,EB,GRID,Oriuzor Transformer,8.07344999971775,6.28559000017839
57,0b56f8bf-d497-413a-9c84-37ab1e6d2ec2,5586,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oriuzor 2,EBSEBJ10,Ezza North,11005,Ebonyi,EB,GRID,Umuoru Oriuzor Transformer,8.07338000008696,6.28539666662289
58,5fdbbc82-362c-4787-94d0-3471d6a8e9ae,5585,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Enyigba / Amagu Armyland,EBSAKL13,Abakaliki,11001,Ebonyi,EB,GRID,Community Transfomer,8.0565183331546,6.19043499987538
59,17f766a9-29e8-4354-95d3-3f8a8104394c,5584,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Enyigba / Amagu Armyland,EBSAKL13,Abakaliki,11001,Ebonyi,EB,GRID,Ameka Transformer,8.05314000021087,6.18260999965179
60,115e68b0-e39a-4dc1-b555-40d09d000d19,5582,2/2/2018 12:00:00 AM,racheal.olarewaju, ,New Layout,EBSUGB16,Ebonyi,11004,Ebonyi,EB,GRID,Nnodo Transformer,8.10737169974419,6.34881669993081
61,6f124955-4027-4cb7-8d5b-b0cb5a4f1603,5581,2/2/2018 12:00:00 AM,racheal.olarewaju, ,New Layout,EBSUGB16,Ebonyi,11004,Ebonyi,EB,GRID,Ogbaga Nkaleke Transformer,8.11753000000954,6.37695829978577
62,ccda0a96-7562-497f-b182-9d3520c9842b,5580,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Edda Ndiegu,EBSAKL12,Abakaliki,11001,Ebonyi,EB,GRID,Noyo Transformer,8.23046500005978,6.19775333285008
63,47d46ae8-ebad-47f8-875e-24e6a9fb1019,5579,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Edda Ndiegu,EBSAKL12,Abakaliki,11001,Ebonyi,EB,GRID,Unnamed Transformer,8.22011166741959,6.20772000017791
64,be8be8ed-92e5-4664-9b33-8c3b95d40888,5578,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndufualike 2,EBSCHR26,Ikwo,11007,Ebonyi,EB,GRID,Electric Transformer Ugbodo Echialike,8.20388500009273,6.193844999747
65,5d6cb4f1-08a4-460f-8b69-407184288e0e,5577,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Umuagara,EBSHKW28,Ohaukwu,11012,Ebonyi,EB,GRID,Umuoru Transformer,7.97572000027782,6.43589000022337
66,4f4ee118-ca94-40f6-b2f4-f7856b4bf355,5574,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ezillo 1,EBSZLL07,Ishielu,11008,Ebonyi,EB,GRID,Obodo Ogbeni Transformer,7.90733166682304,6.51646666730289
67,017484fa-d0d6-4e32-892f-62cb34e84b0a,5573,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ezillo 1,EBSZLL07,Ishielu,11008,Ebonyi,EB,GRID,Mission Otinyi Transformer,7.89015333330974,6.51889000027336
68,866ea5d7-fe83-4fef-8cd1-7314a8eeaa46,5572,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ijinike Amin,EBSHKW11,Ohaukwu,11012,Ebonyi,EB,GRID,Ndiulo Umuogudu Oshia Transformer,7.94658666674133,6.47293666719349
69,00299c3c-995a-4877-ae23-cb38aff7a984,5571,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ezzamgbo / Ishiizhia Amao / Nsurakpa / Umuebe,EBSHKW10,Ohaukwu,11012,Ebonyi,EB,GRID,Electricity Transformer Ndiagu Okpe,7.97342666700712,6.39669333303095
70,da4603c3-9266-4be2-972b-dd15c07bd966,5570,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Umuagara,EBSHKW28,Ohaukwu,11012,Ebonyi,EB,GRID,Umuoro Transformer,7.96930333298246,6.42637666674983
71,179e5f5f-3892-47ed-af22-2a5a8e74f367,5569,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Timber Shade,EBSAKL20,Abakaliki,11001,Ebonyi,EB,GRID,Ochiru Ozu Transformer,8.09436500014471,6.30203999974623
72,a76ed1a1-bedd-4fd7-8f22-e93fdc26dd23,5568,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ozizza,EBSAFK34,Afikpo North,11002,Ebonyi,EB,GRID,Ibii Town Transformer,7.94193830041229,5.93241169964028
73,de7be834-bf5a-41f9-9f15-6792c8863d31,5567,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Echiaba,EBSUGB05,Ebonyi,11004,Ebonyi,EB,GRID,Eedc Major Power Station Ebonyi State,8.08542499976397,6.34515169999099
74,dfe5568d-d96b-488c-906a-6b530cf86cf2,5566,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Echiaba,EBSUGB05,Ebonyi,11004,Ebonyi,EB,GRID,Ebonyi Voice Transformer,8.0844182995649,6.34673670023858
75,bc147b02-78b5-4246-a02e-3c629eeefd84,5565,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Echiaba,EBSUGB05,Ebonyi,11004,Ebonyi,EB,GRID,Mgbobor Orokeonuoha Transformer,8.08867329973305,6.34879329957118
76,26871e07-f786-46bd-a363-6ebc8ad06cae,5564,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndufu Echara Urban,EBSCHR22,Ikwo,11007,Ebonyi,EB,GRID,Ndufu Amagu Transformer,8.15687333313787,6.11244833262452
77,0508898e-4bef-4755-bf97-0b5834fa6efa,5562,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndufu Echara,EBSCHR21,Ikwo,11007,Ebonyi,EB,GRID,Elegu Ohankwu Transformer,8.13274833306917,6.15907166692392
78,316ea93c-45e1-4f70-8d75-92315cae3f17,5558,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndufu Echara Urban,EBSCHR22,Ikwo,11007,Ebonyi,EB,GRID,Unnamed Transformer,8.13089500030406,6.10400833281835
79,95d2c33b-fe3f-4439-9751-9f8aa01003d9,5556,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Timber Shade,EBSAKL20,Abakaliki,11001,Ebonyi,EB,GRID,Iykon Transformer Along Afikpo Abakaliki Express Way,8.09985333326478,6.30410166675858
80,16b1bab7-3b7d-4085-9530-458642a96eff,5555,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Timber Shade,EBSAKL20,Abakaliki,11001,Ebonyi,EB,GRID,Okposi Street Transformer,8.09732499994885,6.3020633326567
81,48b294ea-c1ee-456e-8ae8-ff4fd7c16760,5554,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Nnoyo Ward,EBSCHR27,Ikwo,11007,Ebonyi,EB,GRID,Azuokpuru Electricity Transformer,8.26653499969052,6.19356500032455
82,3fafd7de-b2bb-4ea9-b472-69b0e4176653,5553,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Nnoyo Ward,EBSCHR27,Ikwo,11007,Ebonyi,EB,GRID,Ojon Urban Transformer,8.28722499963408,6.19111999998808
83,06eb4f03-2b29-47db-8884-fa3e0251611f,5552,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Nnoyo Ward,EBSCHR27,Ikwo,11007,Ebonyi,EB,GRID,Ngodo Ojon Electric Substation,8.28483666737833,6.19772499970901
84,559f87ef-4ef1-47f7-9f62-5ce56822420d,5551,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Nnoyo Ward,EBSCHR27,Ikwo,11007,Ebonyi,EB,GRID,Ndiosopo Edenyieka Transformer,8.28232000006801,6.20457333259327
85,48612b68-5f76-45b7-b24a-358a4151f42e,5550,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Obegu Enyibuchiri,EBSCHR28,Ikwo,11007,Ebonyi,EB,GRID,Ndieze Obo Ukwuachi Electricity Station,8.29226333268673,6.19026500012973
86,d461fd5c-0a1e-488f-b7b1-14e9ce3e065b,5549,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Nnoyo Ward,EBSCHR27,Ikwo,11007,Ebonyi,EB,GRID,Ndigube Electricity,8.29482000004299,6.19476333256182
87,70e0025a-5ba4-40ba-bcfc-724f1a0529f9,5548,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Edda Ndiegu,EBSAKL12,Abakaliki,11001,Ebonyi,EB,GRID,Power Transformer,8.23013500013019,6.19793166661316
88,a786a4a6-a7e3-4cb6-afdc-fd8fad1e9b9c,5546,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ntezi 2,EBSZLL20,Ishielu,11008,Ebonyi,EB,GRID,Eguogba Amukpa Ezillo Transformer,7.86263666694867,6.4242949997145
89,29cb7b21-5649-464b-a847-16ee38ec918b,5544,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Amusement Park Transformer,8.10323166710782,6.32961166684498
90,a2c4b427-b32f-40f2-a3bc-a78a0fbc0a97,5543,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Umuagura Urevene,EBSHKW29,Ohaukwu,11012,Ebonyi,EB,GRID,Unnamed Transformer 4,8.01983666682878,6.39823999967632
91,8b186bc9-c907-434c-9e87-65726c5ea890,5542,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oriuzor 1,EBSEBJ09,Ezza North,11005,Ebonyi,EB,GRID,Amaogbu Transformer,8.0531166673004,6.2480183332795
92,e162950d-0068-4245-9f94-8dce3a766fb0,5541,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Onuenyim,EBSUGB19,Ebonyi,11004,Ebonyi,EB,GRID,Unnamed Transformer 1,8.10573666661395,6.31582166673655
93,44aad9fa-20f4-413c-9d55-760970c545d3,5520,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Nsokkara,EBSNKE16,Ezza South,11006,Ebonyi,EB,GRID,Ilu Noyo Transformer,8.07172666665241,6.08783833267296
94,4d015b26-fd65-4e26-b76d-a0745c79a6f8,5519,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amagu,EBSNKE01,Ezza South,11006,Ebonyi,EB,GRID,Omege Amaka Transformer,8.07161000030135,6.11849333260125
95,9aba1ee8-aeab-43a2-850f-041f8e01af6b,5518,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ezzamgbo / Ishiizhia Amao / Nsurakpa / Umuebe,EBSHKW10,Ohaukwu,11012,Ebonyi,EB,GRID,Electricity Transformer Ndigashi,7.97055500041301,6.39345666669186
96,85673e54-aaa3-45de-a55f-8b2bf433108e,5517,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Onueke,EBSNKE18,Ezza South,11006,Ebonyi,EB,GRID,Ndufu Transformer,8.03017166678904,6.17529833335146
97,ed3d7cbf-883b-4282-80f6-f779a87c6692,5516,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Akaeze Ukwu,EBSSKA01,Ivo,11009,Ebonyi,EB,GRID,Amaururo Amata Transformer 2,7.54509499983442,5.95668000038177
98,c5abd070-ef84-48a0-bf57-933bd1564c5c,5515,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ikwuator,EBSNKE14,Ezza South,11006,Ebonyi,EB,GRID,Electricity Transformer In Azuebonyi,7.91241166726468,6.10476833279239
99,d6b0cc7c-98c2-4210-b34b-5292107f3bfa,5514,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Akaeze Ukwu,EBSSKA01,Ivo,11009,Ebonyi,EB,GRID,Amaururo Transformer 2,7.5479300001694,5.95938500011772
100,a0885fa2-2936-44b5-8750-5f83e6f22fb7,5513,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Akaeze Ukwu,EBSSKA01,Ivo,11009,Ebonyi,EB,GRID,Amaururo Transformer 1,7.54919333270618,5.95975166720575
101,d7c7a7ec-19f8-4304-89d8-2d7995634a6e,5512,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Akaeze Ukwu,EBSSKA01,Ivo,11009,Ebonyi,EB,GRID,Amaururo Amata Transformer 3,7.5519166669207,5.95675833313061
102,d1bed257-a367-40df-904b-98492ad8593c,5511,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Akaeze Ukwu,EBSSKA01,Ivo,11009,Ebonyi,EB,GRID,Amaururo Amata Transformer 1,7.55225833285584,5.95590333327226
103,eb2088d8-50ce-4ab9-a80e-8d545d63e385,5510,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Mgbom Okposi / Obioha,EBSBZR08,Ohaozara,11011,Ebonyi,EB,GRID,Ivogudu Transformer,7.81194999959285,6.0316016665837
104,b15dcf6e-799a-4774-826c-bce65019d662,5509,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Nnoyo Ward,EBSCHR27,Ikwo,11007,Ebonyi,EB,GRID,Okumogele Electricity Station,8.24781333331873,6.18052666707206
105,090801fe-4653-468c-95d5-89c0c43fcdb6,5508,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndufu Echara,EBSCHR21,Ikwo,11007,Ebonyi,EB,GRID,Enyim Chukwu Nwakpu Transfomer,8.13716166697742,6.15741333325877
106,22796a4a-51fb-4e9e-84c4-fef255368498,5507,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndufu Echara,EBSCHR21,Ikwo,11007,Ebonyi,EB,GRID,Unnamed Transformer,8.13824666665039,6.1465266666724
