FID,globalid,uniq_id,timestamp,editor,scdy_edtor,wardname,wardcode,lganame,lgacode,statename,statecode,fctry_st_s,source,fctry_st_n,x,y
2129,36b5c986-e70b-468c-b792-b9d923ddb728,33575,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bada-Megida,LASAMO15,Alimosho,25003,Lagos,LA,In Use,GRID,Sonnex Paint,3.2326533330849,6.57808333327927
2130,6570ea62-45cd-4a53-be65-6aac6543e45f,33574,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Elepe,LASIKU11,Ikorodu,25012,Lagos,LA,In Use,GRID,Logbon Block Industry,3.56509770089821,6.58407687764583
2131,40c1b1c8-a4b7-4c0c-a878-fc5af12e5c68,33573,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Elepe,LASIKU11,Ikorodu,25012,Lagos,LA,In Use,GRID,Surajudeen Block Industry 2,3.56680056539381,6.5834487200824
2132,a42b97a8-aa78-4c60-bde6-5a5974ff9787,33572,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Elepe,LASIKU11,Ikorodu,25012,Lagos,LA,In Use,GRID,Alhaji Nurudeen Block Industry,3.56688333269972,6.5812516673306
2133,f0a982eb-6c03-43b5-ab37-9702b150f36d,33571,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kuje,LASAON12,Amuwo Odofin,25004,Lagos,LA,In Use,GRID,Sanco Ltd Production Of Pure Water,3.29914204027301,6.45808522695171
2134,c3179961-3c83-4971-8d2d-82204db767f1,33570,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Lekki 1,LASIUI06,Ibeju Lekki,25009,Lagos,LA,In Use,GRID,Power Oil Company,4.00529477403467,6.43211925619875
2135,b4a93e81-a336-4a84-989a-09ac21d54ee8,33569,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Lekki 1,LASIUI06,Ibeju Lekki,25009,Lagos,LA,In Use,GRID,Raffles Power Oil,4.00266266075323,6.43261370435903
2136,9ff044ea-5684-4c65-b906-e59baeebc4b8,33568,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Lekki 1,LASIUI06,Ibeju Lekki,25009,Lagos,LA,In Use,GRID,Sana Group Global Projects Limited,4.00166978763065,6.43159478597062
2137,38a647ec-b966-465d-a64a-f6ff834d38e1,33567,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Lekki 1,LASIUI06,Ibeju Lekki,25009,Lagos,LA,In Use,GRID,Pemah Block Industry,3.99931107004988,6.43213314173113
2138,daee6dc2-6d7f-4135-9f21-94650167d812,33566,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Araromi-Ale,LASBDY08,Badagry,25006,Lagos,LA,In Use,GRID,De Best Car Wash Limited,3.02475715012241,6.48054197743033
2139,819a5196-fe11-4ef8-a2ac-a220fc75e81a,33565,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oguntade / Bameke,LASAMO30,Alimosho,25003,Lagos,LA,In Use,GRID,Nivafer Industry,3.30037658461174,6.57654187011127
2140,a86e5e65-5f65-4a0a-b4bb-0597c0d62fa9,33564,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Mushin / Atewolara,LASMUN12,Mushin,25014,Lagos,LA,Unused Poor,GRID,Nigerian Concrete Industry,3.35203780410143,6.53320464867562
2141,0f55960e-0990-4426-8ba9-9912dfef8dbf,33563,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ikate / Lekki,LASEOA10,Eti Osa,25008,Lagos,LA,In Use,GRID,MTN,3.48432242573938,6.44819405321306
2142,effac49b-6e57-467f-bada-fc56ebe20812,33562,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ajao Estate,LASOIO04,Oshodi/Isolo,25016,Lagos,LA,In Use,GRID,Mopson Pharmaceuticals,3.33346637307471,6.54491496115656
2143,2c82f88d-10e0-42ee-ab3d-293709556335,33560,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Apapa,LASAPA05,Apapa,25005,Lagos,LA,In Use,GRID,Olam Sanyo Foods LtdApapa,3.36599333342565,6.45403999994608
2144,d5c9d37a-eba6-49ad-af35-f9ef2f6b9957,33559,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Elepe,LASIKU11,Ikorodu,25012,Lagos,LA,In Use,GRID,Olaluwa Blocks Junction,3.56701499974247,6.5913899999486
2145,650b1009-e85e-4796-bdbc-53475cd96eb5,33558,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke-Eletu / Abule-Eko,LASIKU24,Ikorodu,25012,Lagos,LA,In Use,GRID,Cicen Waters,3.60005648561838,6.583755424873
2146,83787065-831d-42ac-86c0-f48d1bc4a8ae,33557,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilogbo,LASBDY13,Badagry,25006,Lagos,LA,In Use,GRID,Area Block Enterprise Ltd,3.00324499985692,6.49102999973474
2147,3062685e-5dc1-43a7-b3e0-4abc26872903,33556,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke-Eletu / Abule-Eko,LASIKU24,Ikorodu,25012,Lagos,LA,In Use,GRID,Ola Oluwa Blocks Industry,3.59429257324371,6.58962820108064
2148,3c2fe5d6-8b63-4107-8d19-17603d0f5897,33555,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Baiyeku / Orita / Offin,LASIKU09,Ikorodu,25012,Lagos,LA,In Use,GRID,Odetayo Block Industry,3.52101430026977,6.53814620028697
2149,2a3b230b-6888-486c-89ed-4a7b31f1af15,33554,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Papa Ajao,LASMUN19,Mushin,25014,Lagos,LA,In Use,GRID,Kimberty Clark Company,3.35364635939203,6.54670848091172
2150,de0d35bd-435b-4220-8764-de4402dacf1e,33553,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Papa Ajao,LASMUN19,Mushin,25014,Lagos,LA,In Use,GRID,Xeron Company,3.3500520596549,6.54404858487436
2151,7019f21a-60be-448a-95ef-305cec840054,27819,2/2/2018 12:00:00 AM,adanna.alex, ,Egbema B,IMSEBM04,Ohaji/Egbema,17018,Imo,IM,In Use,GRID,Opuoma Dredge Site,6.74370784933785,5.60222761141517
2152,b6dd0922-7806-426d-ae8a-5fb86c8a3239,33552,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Papa Ajao,LASMUN19,Mushin,25014,Lagos,LA,In Use,GRID,RT Brisco Nigeria Plc,3.34853166670308,6.54238833295523
2153,98d8e525-2ded-4ea8-8ce0-7b2cce99189e,33551,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ajao Estate,LASOIO04,Oshodi/Isolo,25016,Lagos,LA,In Use,GRID,Emzor Pharmaceutical,3.32720969696999,6.54209528976588
2154,40367732-170e-4c38-bdf5-2e47c0331e9a,33550,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ajao Estate,LASOIO04,Oshodi/Isolo,25016,Lagos,LA,In Use,GRID,Vik Industries,3.3283713098881,6.54590017924994
2155,bbbda4da-249e-49aa-9334-ac573271763f,33549,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kirikiri and Environ,LASAON11,Amuwo Odofin,25004,Lagos,LA,In Use,GRID,Vanguard Media Limited,3.31541195239976,6.44919019896855
2156,330b1eca-db37-4a24-b66b-c8a167c203a2,33548,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igando,LASAMO23,Alimosho,25003,Lagos,LA,In Use,GRID,Fahoch Gas Limited,3.24990943996875,6.56243197215781
2157,f8a9c870-ec31-44c3-9969-e616a5c81d56,33547,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igando,LASAMO23,Alimosho,25003,Lagos,LA,In Use,GRID,Feed Mill And Poultry Food Factory,3.24979613978007,6.56188399185277
2158,ae209542-7783-456c-a728-edd2dc619851,33546,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kirikiri and Environ,LASAON11,Amuwo Odofin,25004,Lagos,LA,In Use,GRID,Tanker Terminal,3.31096010412557,6.45103190709688
2159,7980bfb8-9675-4e42-902e-e8eb3a2dbb30,33545,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kirikiri and Environ,LASAON11,Amuwo Odofin,25004,Lagos,LA,In Use,GRID,Bollore Transport And Logistics,3.31078454027437,6.44866380688921
2160,d24ecfa9-545f-49d0-abce-c23340a1ea07,33544,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kirikiri and Environ,LASAON11,Amuwo Odofin,25004,Lagos,LA,In Use,GRID,Tanker Depot Phase Ll Kirikiri Jetty Apapa,3.31350341475081,6.44243288826721
2161,8159804a-3d13-4502-9edc-580e203c598f,33543,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kirikiri and Environ,LASAON11,Amuwo Odofin,25004,Lagos,LA,In Use,GRID,Cars Dealers,3.31664662624087,6.44913928205227
2162,f583a448-8f5b-49d5-bddf-b4e4bffb161b,33542,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ijegun,LASAON08,Amuwo Odofin,25004,Lagos,LA,In Use,GRID,Emadeb Energy,3.27079641122543,6.43419118357633
2163,255eaa64-e2f5-4f0f-b921-28275ac2e8bb,33541,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Isheri-Olofin,LASAMO28,Alimosho,25003,Lagos,LA,In Use,GRID,SP Stones,3.26425687855215,6.57751307766642
2164,754157a0-5054-4d16-9690-67e4c53bac55,33540,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bada-Megida,LASAMO15,Alimosho,25003,Lagos,LA,In Use,GRID,Dameg Block Factory,3.22441499995233,6.57580166691343
2165,633c0173-ef4d-456f-ae40-e60b53a9b585,33539,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Gowon Estate,LASAMO21,Alimosho,25003,Lagos,LA,In Use,GRID,Titilopeoluwa Block Industry,3.28908503244833,6.60949973072803
2166,f74b2890-35f5-409a-88fa-d77622f4fc80,33538,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ijanikin,LASOJO06,Ojo,25015,Lagos,LA,In Use,GRID,Ayeloja Block Industry,3.15333825655534,6.50167298871753
2167,78a86376-2fed-43d3-9d17-00ab1c270562,33537,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Isheri-Olofin,LASAMO28,Alimosho,25003,Lagos,LA,In Use,GRID,Otunba Olawale Block Industry,3.27388640893065,6.58274280713488
2168,5541faae-4874-4c3a-97b2-06fad643b501,33536,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Isheri-Olofin,LASAMO28,Alimosho,25003,Lagos,LA,Unused Poor,GRID,S A Tanimola Blocks,3.27079666663292,6.57910166710832
2169,460c628a-0133-4dbd-833e-5427f3eac0f3,33535,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Isheri-Olofin,LASAMO28,Alimosho,25003,Lagos,LA,In Use,GRID,Factories 9,3.27226333318634,6.57764333277362
2170,5aec72b8-6c38-46bf-935f-6916c1142ea9,33534,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bada-Megida,LASAMO15,Alimosho,25003,Lagos,LA,In Use,GRID,Adeleke Aluminum,3.22357077397209,6.58154897060854
2171,9001b397-13c1-4c43-af7f-aa4dadf6230a,33533,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bada-Megida,LASAMO15,Alimosho,25003,Lagos,LA,In Use,GRID,Asumo Block Industry,3.22375447219116,6.58271762521827
2172,5aa615c0-6fb9-4517-8be4-14176f775443,33532,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bada-Megida,LASAMO15,Alimosho,25003,Lagos,LA,In Use,GRID,Math K Block Industry,3.23044545159638,6.58183079835271
2173,9e9ca2c4-ff0d-4946-80e7-16b49e51a86c,33531,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bada-Megida,LASAMO15,Alimosho,25003,Lagos,LA,In Use,GRID,Ore Ofe Block Industry,3.23077500006627,6.58067000022038
2174,08ddda67-f29c-4213-af66-880fa4126abd,33530,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oguntade / Bameke,LASAMO30,Alimosho,25003,Lagos,LA,Unused Good,GRID,Dee United Hardware Ltd,3.30469873625771,6.58237622728109
2175,66e61e80-9bb3-441d-a79e-664f95a8c412,33529,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oguntade / Bameke,LASAMO30,Alimosho,25003,Lagos,LA,Unused Good,GRID,Sobab Fisheries,3.30370166689846,6.57828833284032
2176,b3edb2bd-f832-49da-828e-987d8fb2aaf6,33528,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Isheri-Olofin,LASAMO28,Alimosho,25003,Lagos,LA,In Use,GRID,Adekunle Kemi,3.27527499994136,6.57774000000103
2177,270f1aef-babb-4cf6-aff5-7384bf5bef5f,33527,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Isheri-Olofin,LASAMO28,Alimosho,25003,Lagos,LA,In Use,GRID,Young Ade Concrete Block And Cement,3.27585635498684,6.57859311757835
2178,19a42553-6ac8-4699-9517-3f5fec69c33c,33526,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ijegun,LASAMO24,Alimosho,25003,Lagos,LA,In Use,GRID,Beat Adeshina Steel Construction Works,3.22634452957641,6.5073501156154
2179,178a602a-c56a-4ec8-b501-2b77c3e56c5f,33525,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ijegun,LASAMO24,Alimosho,25003,Lagos,LA,Unused Good,GRID,Alfa Kunfayakun Block Industry,3.22699550114152,6.50739838133029
2180,0cd7079d-a7c9-4660-854c-19a3a773ccf3,33524,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Odogunyan,LASIKU23,Ikorodu,25012,Lagos,LA,In Use,GRID,Sunflag Nigeria Limited Ikorodu Unit,3.52711262374862,6.67138697842637
2181,239166bb-0434-41b7-bb2f-8debcb74fdba,33523,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Odogunyan,LASIKU23,Ikorodu,25012,Lagos,LA,In Use,GRID,Ikorodu Steel Nigeria Limited,3.52170343276725,6.67196688196606
2182,8ebd493a-7405-4d10-a7ed-30cd5edbd6d5,33522,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Odogunyan,LASIKU23,Ikorodu,25012,Lagos,LA,In Use,GRID,African Steel Nigeria Limited Odo Kekere Road,3.52211641494063,6.67025070300758
2183,e509f355-1765-4010-a6a8-eef1d85a7e54,33521,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Odogunyan,LASIKU23,Ikorodu,25012,Lagos,LA,In Use,GRID,African Steel Company Nigeria Limited Annex,3.52082166728616,6.66825000013745
2184,607e94cd-4d58-4dcf-b884-5b5744c2f5b6,33520,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke-Eletu / Abule-Eko,LASIKU24,Ikorodu,25012,Lagos,LA,In Use,GRID,Omo Ahalaja Block Industry,3.60103109710747,6.58732559490034
2185,32f45c02-d6a5-4e36-80f0-accc22145217,33519,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke-Eletu / Abule-Eko,LASIKU24,Ikorodu,25012,Lagos,LA,In Use,GRID,Wabilai Block Industry,3.60129893409857,6.58854978894163
2186,bc19a945-89f9-4465-a415-13c66773fcc3,33518,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke-Eletu / Abule-Eko,LASIKU24,Ikorodu,25012,Lagos,LA,In Use,GRID,Kimates Aluminium Industry,3.60422572193954,6.59134402840425
2187,3fedf001-9ed4-4d9b-8395-52213ebdff68,33517,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke-Eletu / Abule-Eko,LASIKU24,Ikorodu,25012,Lagos,LA,In Use,GRID,Oluwaseun Block Industry 2,3.60581310718919,6.59225183105718
2188,79090939-68b2-4e16-8dc0-e6fa4d282fd2,33516,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Papa Ajao,LASMUN19,Mushin,25014,Lagos,LA,In Use,GRID,Daily Need Group,3.3396066670141,6.54551333317386
2189,3ca1ae14-a407-43bc-8914-c80e31a6689c,33515,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Odogunyan,LASIKU23,Ikorodu,25012,Lagos,LA,In Use,GRID,PZ Limited,3.51326677124456,6.67197271766685
2190,4520626d-17de-48e5-aaa3-f9dc738a7436,33514,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogijo,OGSSAU12,Shagamu,28020,Ogun,OG,In Use,GRID,Olorun Osebi Block Industry,3.56134178039889,6.68493041590602
2191,f07a09f3-3664-42b3-9c80-8d0cdcb99974,33513,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogijo,OGSSAU12,Shagamu,28020,Ogun,OG,In Use,GRID,Gbonju Bola Block Industry,3.55975666683673,6.68383833317256
2192,dbddf232-e03c-4c09-88f6-47e2249cbfc0,33512,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Egan,LASAMO17,Alimosho,25003,Lagos,LA,In Use,GRID,Freedom Jumbo Loaf Breads,3.23405351725609,6.55415446995289
2193,a12d1f9a-926d-455d-87a8-f859f487520f,33511,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Odogunyan,LASIKU23,Ikorodu,25012,Lagos,LA,In Use,GRID,Sun Flag Steel Nigeria Limited,3.52894430443615,6.67084994916587
2194,895cfe28-e181-4933-b6ea-5e92d609bebe,33510,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke-Eletu / Abule-Eko,LASIKU24,Ikorodu,25012,Lagos,LA,In Use,GRID,David Excellence Saw Mill Industry Ltd,3.58785265217819,6.60184827897496
2195,7cb63a33-78e1-4e6c-b465-04656413cd75,33509,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ipakodo,LASIKU15,Ikorodu,25012,Lagos,LA,In Use,GRID,Dangote Factory,3.48556088932361,6.60297177143013
2196,8da51beb-07b7-45de-80da-2b5d21d98c4e,33508,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agura / Gberigbe,LASIKU04,Ikorodu,25012,Lagos,LA,In Use,GRID,Kajola Block Industry,3.62824333306344,6.58748166684552
2197,89726736-8a4b-4e14-a52f-70d3430033a7,33507,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilupeju Industrial,LASMUN09,Mushin,25014,Lagos,LA,In Use,GRID,Prime Industry Nigeria Limited,3.35454921937105,6.55500785283022
2198,eec94950-3ebd-4b02-a43a-ec501693c01b,33506,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilupeju Industrial,LASMUN09,Mushin,25014,Lagos,LA,In Use,GRID,Glaxosmithkline Pharmaceutical Company,3.35385129959786,6.55483660482548
2199,09c006ef-a0ff-4907-8238-6e57a726e38b,33505,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilupeju Industrial,LASMUN09,Mushin,25014,Lagos,LA,In Use,GRID,Ebonylife Channel Company,3.35440454813141,6.55412343524841
2200,bc5f0eec-39ac-4e5b-9581-7156be1cd278,33504,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Elepe,LASIKU11,Ikorodu,25012,Lagos,LA,In Use,GRID,Ajagba Block Industry,3.56767929206575,6.59705249217882
2201,d0f3c9e8-976d-441e-b165-7e808dd35e4f,33503,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilupeju Industrial,LASMUN09,Mushin,25014,Lagos,LA,In Use,GRID,PZ Cussons Nigeria PLC,3.35555022955947,6.55544854761246
2202,5d9cecb9-2ebf-4e31-80ba-3fd79f877e8b,33502,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilupeju Industrial,LASMUN09,Mushin,25014,Lagos,LA,In Use,GRID,Orange West African Ltd,3.35587564564457,6.55640959912375
2203,4d8091e2-7ae5-4c94-ab0c-25d71b9b1985,33501,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agura / Gberigbe,LASIKU04,Ikorodu,25012,Lagos,LA,In Use,GRID,Allahu Lateef Block Industry,3.6244598726251,6.59320586515861
2204,2ae49b49-e96b-4efe-a76c-8ae708f0a7dd,33500,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agura / Gberigbe,LASIKU04,Ikorodu,25012,Lagos,LA,In Use,GRID,Alubarika Block Industry,3.62437085862825,6.59089835677378
2205,cb6219c3-cf23-4549-b09f-cf61fd05986c,33499,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agura / Gberigbe,LASIKU04,Ikorodu,25012,Lagos,LA,In Use,GRID,Allah Dey Block Industry,3.62408814235391,6.5897075455668
2206,8b6a3014-cd3b-4f71-88bd-d5100f4b9596,33498,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agura / Gberigbe,LASIKU04,Ikorodu,25012,Lagos,LA,In Use,GRID,Ok Block Industry,3.62428082300164,6.58751736543411
2207,5f27b47c-9911-47bc-b0b4-23149f471dde,33288,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogbuike 2,ANSHTE13,Oyi,4021,Anambra,AN,Unused Good,GRID,Ben Chris Tarpaulin Company,6.86493246815894,6.17593030224168
2208,7ea425d2-acdb-41d0-ae93-eeba1d1acffe,33287,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogbuike 2,ANSHTE13,Oyi,4021,Anambra,AN,In Use,GRID,Super Jet Group Of Company,6.86441071658135,6.17387090421892
2209,f669923b-68f5-4c5d-8c96-9389db1af4bc,33286,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Mgbakwu,ANSACA11,Awka North,4005,Anambra,AN,In Use,GRID,Walance Table Water Mgbakwu,7.05757077577073,6.26547195736498
2210,2528798b-1790-4ddd-b460-d59ac97eb46d,33285,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amichi 2,ANSUKP03,Nnewi South,4015,Anambra,AN,In Use,GRID,Intact Block Industry,6.95255190064972,6.00449753093636
2211,e4119eab-8d58-4252-8ee0-1630ea0e7eb7,33284,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amichi 2,ANSUKP03,Nnewi South,4015,Anambra,AN,In Use,GRID,Ibeto Block Industry,6.9541462628398,6.00395118739743
2212,e9d4230d-e5f9-43c5-a14d-d83ace9cfbe4,27788,2/2/2018 12:00:00 AM,adanna.alex, ,Amaraku,IMSUML01,Isiala Mbano,17009,Imo,IM,In Use,GRID,Engr Victor Welding Company,7.15907287901018,5.64717392323803
2213,9488da5b-2591-41cd-a8f7-9a130bbd7d4e,27787,2/2/2018 12:00:00 AM,adanna.alex, ,Amaraku,IMSUML01,Isiala Mbano,17009,Imo,IM,In Use,GRID,Umuduruoma Block Industry,7.15869078764979,5.64731400793517
2214,d5dcb226-8fc0-49f6-bdd1-ab0483f0b9bf,27786,2/2/2018 12:00:00 AM,adanna.alex, ,Amaraku,IMSUML01,Isiala Mbano,17009,Imo,IM,In Use,GRID,Ugo Blocks And Bricks Industry,7.15549493973975,5.64914314174263
2215,92a87186-663e-49b4-81be-e254b4c9b420,27785,2/2/2018 12:00:00 AM,adanna.alex, ,Eziama,IMSNGN01,Ngor-Okpala,17012,Imo,IM,In Use,GRID,Agro Mill Ogwanya,7.24516384893252,5.30480352756081
2216,a14c0840-7d0a-4e56-bf03-0420646dee26,27784,2/2/2018 12:00:00 AM,adanna.alex, ,Amaraku,IMSUML01,Isiala Mbano,17009,Imo,IM,In Use,GRID,Taci Metal Works,7.15185724231793,5.65010175069528
2217,2b72c435-034c-4f61-b4da-062c2a791728,27783,2/2/2018 12:00:00 AM,adanna.alex, ,Amaraku,IMSUML01,Isiala Mbano,17009,Imo,IM,In Use,GRID,Emeka Block Industry,7.15227527328528,5.65156506277748
2218,fc8b7753-deae-4625-9be6-ae01418dabd5,27782,2/2/2018 12:00:00 AM,adanna.alex, ,Amaraku,IMSUML01,Isiala Mbano,17009,Imo,IM,In Use,GRID,Emeka Welding Company,7.15600718188597,5.65371531660861
2219,8dcdc420-7634-4b86-9ec1-a5b5ed3c559b,27781,2/2/2018 12:00:00 AM,adanna.alex, ,Amaraku,IMSUML01,Isiala Mbano,17009,Imo,IM,In Use,GRID,Aku Umueli Community Palm Oil Mill,7.15576869696781,5.65353732009129
2220,6a33c007-fc3c-4e29-bd09-d1d0988359b0,33283,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amansea,ANSACA04,Awka North,4005,Anambra,AN,In Use,GRID,Stainless Furniture Company,7.12831521517506,6.24345213260989
2221,848caf31-952a-4fee-b428-037ce7a86cf8,33282,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amansea,ANSACA04,Awka North,4005,Anambra,AN,In Use,GRID,Amass Concrete Industry,7.13022225365415,6.24374738183627
2222,ca613228-a58b-4c1b-8acb-74245f2c79b6,33281,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Awka 5,ANSAWK10,Awka South,4006,Anambra,AN,In Use,GRID,Net 4 Block Industry,7.10035816789519,6.25029433031915
2223,f17b0727-4bff-4daf-be3d-2e00cefe4f23,33280,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ebenebe 2,ANSACA08,Awka North,4005,Anambra,AN,In Use,GRID,Anazodo Construction Company,7.138167461759,6.33909457265645
2224,1f2bf92a-3240-4ca7-8fc0-0a4bef827296,33279,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ukwulu 2,ANSKPP10,Dunukofia,4008,Anambra,AN,In Use,GRID,Anekwe Block Industry,6.98792486184294,6.25279054884481
2225,57e9abf4-2806-4276-bad2-ea51077c85b6,33278,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Akpo,ANSAGU04,Aguata,4001,Anambra,AN,In Use,GRID,Our Ladys Oil Mill Factory,7.11461591439297,5.96766048784127
2226,52541a07-f0e6-484d-a254-23c3f0e7174c,33277,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Uke,ANSGDD13,Idemili North,4010,Anambra,AN,In Use,GRID,Umuebo Palm Oil Extraction Factory,6.92951244884051,6.13187288032924
2227,626008b6-aa9f-4e1c-bedf-32dc64b48d3a,33276,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Orsumogha,ANSHAL13,Ihiala,4012,Anambra,AN,In Use,GRID,Collins Chinyerugo Block Industry,6.92589972019596,5.88048646258022
2228,094d0366-9cc5-4643-bd01-850c2ac00eab,33275,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Awgbu 1,ANSAJL05,Orumba North,4019,Anambra,AN,In Use,GRID,His Grace Block Industry,7.07851000033628,6.09871999992811
2229,7a617cc8-1b25-4838-b670-b848250a5062,33272,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amichi 3,ANSUKP04,Nnewi South,4015,Anambra,AN,In Use,GRID,Stine Industry Limited,6.96260873490525,5.98754848857192
2230,48f51a8f-cbb1-4aa3-8cc4-c0339872dbfb,33271,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oko 1,ANSAJL15,Orumba North,4019,Anambra,AN,In Use,GRID,Eke Oko Oil Mill,7.10150788458128,6.04524065972873
2231,78206167-871f-4157-806a-8e04ef6ad20d,33270,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Awka 5,ANSAWK10,Awka South,4006,Anambra,AN,In Use,GRID,Auspine Block Industry,7.09764091939297,6.24914500933477
2232,6f7f0475-c37c-4c5e-9c01-af0ebf69bcaf,33269,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oko 2,ANSAJL16,Orumba North,4019,Anambra,AN,In Use,GRID,Oko Agro Processing Mill,7.11526859107266,6.05268395709896
2233,175bb6b4-792e-498a-be0c-841a2bfdabf3,33268,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oba 2,ANSJJT10,Idemili South,4011,Anambra,AN,Unused Poor,GRID,Choice Floor Mill,6.81394372212515,6.08989606784928
2234,6f770fe0-c2ef-4f0e-906e-b9d4bddef65e,33267,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbariam,ANSAAH05,Anambra East,4002,Anambra,AN,In Use,GRID,Palm Oil Mill Village Igbariam,6.95994535939087,6.31977627985151
