FID,globalid,uniq_id,timestamp,editor,scdy_edtor,wardname,wardcode,lganame,lgacode,statename,statecode,category,alt_name,source,poi_name,x,y
3373,3fb55429-b74f-4d05-92fa-cf463da92199,16945,2/27/2019 12:00:00 AM,tosin.williams, ,Ataoja 1 / A,OSSOSO03,Osogbo,30030,Osun,OS,Federal Government, ,GRID,Standard Organization Of Nigeria,4.52613666667389,7.75613166664317
3374,7707f6a2-b5a2-42e5-8af9-11e7ea9aeb6d,16946,2/27/2019 12:00:00 AM,tosin.williams, ,Ataoja 1 / A,OSSOSO03,Osogbo,30030,Osun,OS,Federal Government, ,GRID,Fed Ministy Of Employment Labour And Productivity Osogbo,4.52578333293451,7.75517833311363
3375,bfb3ef7f-f0f0-4015-804e-5771561c50c7,16947,2/27/2019 12:00:00 AM,tosin.williams, ,Ataoja 1 / A,OSSOSO03,Osogbo,30030,Osun,OS,Federal Government, ,GRID,Corporate Affairs Commission,4.52798333276462,7.75669500017415
3376,348cbfe9-8b93-4681-8bb2-62fc42940dd0,16948,2/27/2019 12:00:00 AM,tosin.williams, ,Ataoja 1 / A,OSSOSO03,Osogbo,30030,Osun,OS,Federal Government, ,GRID,Universal Basic Education Commission,4.52823666728841,7.75647333257831
3377,860ea760-670b-4343-8381-8f8a9b6632b4,16949,2/27/2019 12:00:00 AM,tosin.williams, ,Ataoja 1 / A,OSSOSO03,Osogbo,30030,Osun,OS,Federal Government, ,GRID,National Broadcasting Commission,4.52728666664638,7.7558083333879
3378,74bc178a-b348-4f04-8e83-203b91445c64,16950,2/27/2019 12:00:00 AM,tosin.williams, ,Ataoja 1 / A,OSSOSO03,Osogbo,30030,Osun,OS,Federal Government, ,GRID,Nigeria Immigration Service,4.5267233331154,7.75248999961383
3379,35e4ccd7-0b70-43c9-81d6-5a164ff7d81f,16951,2/27/2019 12:00:00 AM,tosin.williams, ,Ataoja 1 / A,OSSOSO03,Osogbo,30030,Osun,OS,Federal Government, ,GRID,Public Complaints Commission,4.52494666665541,7.75196999991562
3380,02c75a41-203b-433f-8419-4d4d4149839f,16952,2/27/2019 12:00:00 AM,tosin.williams, ,Ataoja 1 / A,OSSOSO03,Osogbo,30030,Osun,OS,Federal Government, ,GRID,Nigeria Institution Of Surveyors Osun State Branch,4.52563166676805,7.75335333259028
3381,c06fc856-caa6-4bc5-9cd3-24d3a17985d4,16953,2/27/2019 12:00:00 AM,tosin.williams, ,Iremo 4,OSSICL09,Ife Central,30011,Osun,OS,Federal Government, ,GRID,INEC Office,4.57434166743406,7.51640999992162
3382,1dd98178-4c73-4dac-a85f-aacb95f7f5df,16954,2/27/2019 12:00:00 AM,tosin.williams, ,Ilaje,OSSIEW06,Ilesha West,30019,Osun,OS,State Government, ,GRID,Osun Job Centre,4.72480333320732,7.65680833293828
3383,0f2dd87f-4153-4424-a323-c4bec26efea4,16955,2/27/2019 12:00:00 AM,tosin.williams, ,Ilaje,OSSIEW06,Ilesha West,30019,Osun,OS,Local Government, ,GRID,Ilesha West Local Government Secretariat,4.72523833258305,7.65676833289228
3384,b96b8fd7-646d-4d36-b7fa-b9cffc1a9a7e,16956,2/27/2019 12:00:00 AM,tosin.williams, ,Ilaje,OSSIEW06,Ilesha West,30019,Osun,OS,Federal Government, ,GRID,VIO Office,4.72837000037526,7.65508499987288
3385,b196f3df-07b5-46f0-a9fa-ddf854878a42,16957,2/27/2019 12:00:00 AM,tosin.williams, ,Isale Oyo,OSSBOE05,Boripe,30006,Osun,OS,Federal Government, ,GRID,Govt Building,4.69160833305818,7.91226666687322
3386,7f55b380-5acc-4f91-8521-957eee866c07,16958,2/27/2019 12:00:00 AM,tosin.williams, ,Ijimoba / Inisa 1 / Aato / Igbon,OSSEGO03,Ejigbo,30010,Osun,OS,Local Government, ,GRID,Ejigbo South Local Council Development Area Ilawo B,4.27528833309015,7.80800666667437
3387,3e0b36b7-ce22-4af6-93b0-0502c1552ec4,16959,2/27/2019 12:00:00 AM,tosin.williams, ,Ataoja 1 / A,OSSOSO03,Osogbo,30030,Osun,OS,State Government, ,GRID,APC Secretariat Osogbo,4.53440666673436,7.76298000042675
3388,4df371f3-9fce-472b-b835-c1dc9001f08d,16960,2/27/2019 12:00:00 AM,tosin.williams, ,Ataoja 1 / A,OSSOSO03,Osogbo,30030,Osun,OS,State Government, ,GRID,PDP Osun State Headquarters,4.53545666659193,7.76380833268843
3389,fb38edab-7463-45cf-94e8-a0a9487178c6,16961,2/27/2019 12:00:00 AM,tosin.williams, ,Ataoja 1 / A,OSSOSO03,Osogbo,30030,Osun,OS,State Government, ,GRID,Agencies For Community And Social Development Project,4.53733000027933,7.76449333280112
3390,adfc8791-c4c5-4a39-a3d4-906cd046edf4,16962,2/27/2019 12:00:00 AM,tosin.williams, ,Ataoja 1 / A,OSSOSO03,Osogbo,30030,Osun,OS,Federal Government, ,GRID,National Orientation Agency A,4.53666666663338,7.76894833319909
3391,6fdee4c9-77ba-42c8-bf97-5040d30c308e,16963,2/27/2019 12:00:00 AM,tosin.williams, ,More,OSSIET06,Ife East,30012,Osun,OS,Federal Government, ,GRID,Nigeria Navy Communication School Kosere Obalayansagar Rd,4.60301999977321,7.47695166688595
3392,1b841537-3cf5-4dfd-84d2-e6730675c990,16964,2/27/2019 12:00:00 AM,tosin.williams, ,Balogun,OSSIDO06,Ifedayo,30015,Osun,OS,Local Government, ,GRID,Ifedayo Local Government Area Office,4.94920666675432,7.92119666679281
3393,83205a8a-9902-4db9-88a9-095fe53d7b7a,16965,2/27/2019 12:00:00 AM,tosin.williams, ,Idi-Ogun,OSSAYE04,Ayedire,30002,Osun,OS,State Government, ,GRID,Ayedire Local Government Secretariat,4.2440566671815,7.63148000040172
3394,77cc39f8-548e-498b-b8bd-f16a96db8f0f,16966,2/27/2019 12:00:00 AM,tosin.williams, ,Oke Adan 2,OSSIWO12,Iwo,30023,Osun,OS,State Government, ,GRID,Iwo High Court,4.18319833293674,7.65345999957935
3395,1519c345-cda6-429c-bacd-edda9de21825,16967,2/27/2019 12:00:00 AM,tosin.williams, ,Ikpakapit,CRSGEP01,Yakurr,9017,Cross River,CR,Local Government, ,GRID,Internal Revenue,8.0770833003541,5.81510499979595
3396,2808801a-4aa0-4b7f-bcd5-f04660a495b7,16968,2/27/2019 12:00:00 AM,tosin.williams, ,Ikpakapit,CRSGEP01,Yakurr,9017,Cross River,CR,Local Government, ,GRID,Ministry Of Works,8.08201170027979,5.81846669977841
3397,76ffa950-cc5a-4222-8efa-2dbb0b623e9c,16969,2/27/2019 12:00:00 AM,tosin.williams, ,Ikpakapit,CRSGEP01,Yakurr,9017,Cross River,CR,Local Government, ,GRID,Ugep Stadium,8.08060000028985,5.81848829969533
3398,efbd07a3-f716-4983-8494-3968c59fb7b7,16970,2/27/2019 12:00:00 AM,tosin.williams, ,Ikpakapit,CRSGEP01,Yakurr,9017,Cross River,CR,Local Government, ,GRID,The Judiciary High Court,8.0778349995856,5.81316669998324
3399,eacff834-859e-40b4-87c8-cb94448502c7,16971,2/27/2019 12:00:00 AM,tosin.williams, ,Biko-Biko,CRSGEP10,Yakurr,9017,Cross River,CR,Local Government, ,GRID,Ugep Urban Development,8.08955000023235,5.81003170020284
3400,23b6eac8-9cd9-4755-97a8-efaa0267ddeb,16972,2/27/2019 12:00:00 AM,tosin.williams, ,Utugwang North,CRSUDU09,Obudu,9014,Cross River,CR,Federal Government, ,GRID,Nigerian Security And Civil Defence,9.06656833326201,6.56647833320858
3401,65d14d16-b9ab-4479-993b-dd1c04c5b07d,16973,2/27/2019 12:00:00 AM,tosin.williams, ,Bishiri South,CRSBNS05,Obanliku,9012,Cross River,CR,Federal Government, ,GRID,Honey Extracting Mill,9.26998999963882,6.62410670016413
3402,bb97a0fe-c3fa-4b71-9cc5-59aa47f683a1,16974,2/27/2019 12:00:00 AM,tosin.williams, ,Bishiri South,CRSBNS05,Obanliku,9012,Cross River,CR,Federal Government, ,GRID,Fertilizer Warehouse,9.2705017003932,6.62380330038206
3403,0bd7d00f-f3e3-4763-8e63-187f13d03c29,16975,2/27/2019 12:00:00 AM,tosin.williams, ,Bishiri South,CRSBNS05,Obanliku,9012,Cross River,CR,Federal Government, ,GRID,Nitel Building,9.26920000007999,6.62335829964587
3404,36a5a56b-1395-4e5a-998e-4aa93c5c986c,16976,2/27/2019 12:00:00 AM,tosin.williams, ,Bishiri South,CRSBNS05,Obanliku,9012,Cross River,CR,Federal Government, ,GRID,Proposed Police Barracks,9.27014670021009,6.62428170014039
3405,fc6b0800-476a-4041-b0d8-e3dd28e9d69c,16977,2/27/2019 12:00:00 AM,tosin.williams, ,Bishiri South,CRSBNS05,Obanliku,9012,Cross River,CR,Local Government, ,GRID,Local Government Council Obanliku,9.26954170018934,6.62379999987013
3406,08452076-ed7f-4eb7-8293-283dd417aff2,16978,2/27/2019 12:00:00 AM,tosin.williams, ,Bishiri South,CRSBNS05,Obanliku,9012,Cross River,CR,Local Government, ,GRID,Obanliku Local Government Skill Acquisition Centre,9.23655020043145,6.62041000002154
3407,e705a092-8095-4ceb-b190-fcb8df5ad060,16979,2/27/2019 12:00:00 AM,tosin.williams, ,Urban 2 / ObudunUrnan 2,CRSUDU10,Obudu,9014,Cross River,CR,Local Government, ,GRID,Prison Service Quarters Obudu,9.17186499996984,6.66951500001727
3408,344eca3c-ee30-40f4-be91-2395d2d3db53,16980,2/27/2019 12:00:00 AM,tosin.williams, ,Urban 2 / ObudunUrnan 2,CRSUDU10,Obudu,9014,Cross River,CR,Local Government, ,GRID,Urban Development Authority Obudu,9.17206500019967,6.66950670017411
3409,fb9e3784-0dec-4c32-b854-03a959902871,16981,2/27/2019 12:00:00 AM,tosin.williams, ,Urban 2 / ObudunUrnan 2,CRSUDU10,Obudu,9014,Cross River,CR,Local Government, ,GRID,Prison Staff Club Obudu,9.1717666995736,6.66886170010741
3410,58d73a2b-628d-4903-8fec-8c9063a5d031,16982,2/27/2019 12:00:00 AM,tosin.williams, ,Urban 2 / ObudunUrnan 2,CRSUDU10,Obudu,9014,Cross River,CR,Local Government, ,GRID,Nigeria Police Regional Barrack Obudu,9.17063330018669,6.66650170009342
3411,d2cfea68-bc33-4bc7-8e99-54e8b0bcebee,16983,2/27/2019 12:00:00 AM,tosin.williams, ,Urban 2 / ObudunUrnan 2,CRSUDU10,Obudu,9014,Cross River,CR,Local Government, ,GRID,Office Of The Accountant General Sub Treasury Obudu,9.16943670004372,6.66599830008153
3412,98e604d5-468a-48b0-bcea-e79a0632cb5c,16984,2/27/2019 12:00:00 AM,tosin.williams, ,Mkpolo / Ukpawen,CRSGEP08,Yakurr,9017,Cross River,CR,Local Government, ,GRID,Oil Palm Plantation,8.22572500000877,5.93514500014169
3413,97c52d43-48ed-426c-8088-5c7d2be08541,16985,2/27/2019 12:00:00 AM,tosin.williams, ,Urban 2 / ObudunUrnan 2,CRSUDU10,Obudu,9014,Cross River,CR,Local Government, ,GRID,Nigeria Security And Civil Defence Corps Obudu Division,9.17218670005622,6.66919999988016
3414,c521a481-890b-4e19-bca5-a13676cf698e,16986,2/27/2019 12:00:00 AM,tosin.williams, ,Urban 2 / ObudunUrnan 2,CRSUDU10,Obudu,9014,Cross River,CR,Local Government, ,GRID,Obudu Urban Development Authority,9.17216670003324,6.66936999962581
3415,4c1a3972-e7af-4605-ad82-176bd98b3ab9,16987,2/27/2019 12:00:00 AM,tosin.williams, ,Imabana 2 / 2,CRSTGD01,Abi,9001,Cross River,CR,Local Government, ,GRID,Adadama Post Office,8.08237829991867,5.92512670003725
3416,6f0b26b7-1489-4e99-9f92-2fac6ed07696,16988,2/27/2019 12:00:00 AM,tosin.williams, ,Assiga,CRSGEP07,Yakurr,9017,Cross River,CR,Local Government, ,GRID,Cross River State Community And Social Development Agency,8.14880833263851,5.94007833284883
3417,693650ae-d003-4d8d-9021-2602a73a5efb,16989,2/27/2019 12:00:00 AM,tosin.williams, ,Ibara 2,OGSABS06,Abeokuta South,28002,Ogun,OG,Federal Government, ,GRID,National Industrial Court Of Nigeria Ibara Housing,3.33926500017964,7.12908499977294
3418,04c47b98-bd6b-4436-82b3-728ea53d22eb,16990,2/27/2019 12:00:00 AM,tosin.williams, ,Ibara 2,OGSABS06,Abeokuta South,28002,Ogun,OG,State Government, ,GRID,Gateway Holdings Ibara Housing Estate,3.33724833344388,7.133053332945
3419,da373a1b-53cd-461d-8d64-29961069ea51,16991,2/27/2019 12:00:00 AM,tosin.williams, ,Ibara 2,OGSABS06,Abeokuta South,28002,Ogun,OG,State Government, ,GRID,Ogun State Housing Corporation Ibara Housing Estate,3.33679333314586,7.13149333295098
3420,9b271e87-9bdf-4dd7-bb4d-05fd62b3302b,16992,2/27/2019 12:00:00 AM,tosin.williams, ,Abina,EBSCHR01,Ikwo,11007,Ebonyi,EB,Unknown, ,GRID,Skill Acquisition Centre,8.12366999987063,6.04451500036703
3421,4c64e44d-8b83-4313-a8f3-bb2e9b2241a3,16993,2/27/2019 12:00:00 AM,tosin.williams, ,Karshi 1,NASKRV05,Karu,26004,Nasarawa,NA,Local Government, ,GRID,Uke Development Area Sectarian,7.70548105220882,8.91203042466441
3422,0587e2cd-e625-45fe-ac41-0ed84336c277,16994,2/27/2019 12:00:00 AM,tosin.williams, ,Nasarawa Central,NASNSW07,Nasarawa,26009,Nasarawa,NA,Local Government, ,GRID,Local Government Guest House,7.71447636808995,8.53548063272507
3423,dd007c86-c2b7-4074-b5bd-c2c4fc4cf1cf,16996,2/27/2019 12:00:00 AM,tosin.williams, ,Ataoja 1 / A,OSSOSO03,Osogbo,30030,Osun,OS,State Government, ,GRID,Civil Service Commission,4.52221999955339,7.75136166700736
3424,85bcc3e8-12d7-4599-99a2-2686a4d2707e,16997,2/27/2019 12:00:00 AM,tosin.williams, ,Ataoja 1 / A,OSSOSO03,Osogbo,30030,Osun,OS,Federal Government, ,GRID,National Examination Council NECO Office,4.52088833293027,7.7514416670993
3425,b4e51f12-ecdf-410d-8b9b-284430b770c8,16998,2/27/2019 12:00:00 AM,tosin.williams, ,Isale Oyo,OSSBOE05,Boripe,30006,Osun,OS,Local Government, ,GRID,Boripe Local Government Secretariat,4.69330999965683,7.91140833322805
3426,966af355-1965-4fa8-88b5-061fab6a9a4f,17003,2/27/2019 12:00:00 AM,tosin.williams, ,Moreojaja,OSSICL11,Ife Central,30011,Osun,OS,Federal Government, ,GRID,Federal Road Safety Commission,4.56402166726616,7.49758333320432
3427,6ddc7175-21e3-4b9b-9782-63faace7dfb8,17004,2/27/2019 12:00:00 AM,tosin.williams, ,Moreojaja,OSSICL11,Ife Central,30011,Osun,OS,State Government, ,GRID,Osun State Internal Revenue Service,4.56436666698812,7.49735499983342
3428,42ac0c9f-48c8-4e7d-a3a9-8581ffee3d3a,17005,2/27/2019 12:00:00 AM,tosin.williams, ,Apaso,OSSENH02,Ede North,30007,Osun,OS,Local Government, ,GRID,Costomary Court Ede,4.43482666741681,7.73776999978571
3429,abce07b2-dacc-4ddc-bd15-449ed6bde374,17006,2/27/2019 12:00:00 AM,tosin.williams, ,Apaso,OSSENH02,Ede North,30007,Osun,OS,Federal Government, ,GRID,Nigeria Security And Civil Defence Corps,4.43464833275442,7.73732833283634
3430,0b334b91-1e29-4e2c-ba01-4cc0538c6346,17007,2/27/2019 12:00:00 AM,tosin.williams, ,Apaso,OSSENH02,Ede North,30007,Osun,OS,State Government, ,GRID,Ede North Local Government,4.43404500007676,7.73702666694714
3431,4867014f-53b0-4600-bd5e-3e7c3196daf0,17008,2/27/2019 12:00:00 AM,tosin.williams, ,Apaso,OSSENH02,Ede North,30007,Osun,OS,Federal Government, ,GRID,National Orientation Agency B,4.43401833337941,7.73729500036404
3432,c10fc349-4337-400c-a39c-9eb9395f3162,17009,2/27/2019 12:00:00 AM,tosin.williams, ,Oke-Iroko / Eesa Ikirun,OSSIDN11,Ifelodun,30016,Osun,OS,State Government, ,GRID,Osun State Water Corporation,4.66491833341439,7.91863666744831
3433,ed7b48ec-b7b1-41ee-9a8b-fb1fd4a83598,17010,2/27/2019 12:00:00 AM,tosin.williams, ,Moreojaja,OSSICL11,Ife Central,30011,Osun,OS,State Government, ,GRID,Osun State Broadcasting Corporation Orisun Fm,4.56110166660869,7.48518499978798
3434,3e446124-a3da-4660-95ca-20ac2d42e856,17011,2/27/2019 12:00:00 AM,tosin.williams, ,Ijebu Jesa,OSSOIE05,Oriade,30028,Osun,OS,Local Government, ,GRID,Oriade Local Government Building,4.81696500033456,7.67206166671258
3435,3373d161-d688-4e78-8080-a3ebde4e2870,17012,2/27/2019 12:00:00 AM,tosin.williams, ,Oke Adan 2,OSSIWO12,Iwo,30023,Osun,OS,Local Government, ,GRID,Local Government Secrerariat,4.1873300000795,7.64657333309287
3436,f4c0e5fa-c08d-4ab6-9373-e23f836bbf67,17013,2/27/2019 12:00:00 AM,tosin.williams, ,Iloko Ijeda,OSSOIE09,Oriade,30028,Osun,OS,Local Government, ,GRID,Ijeda Town Hall,4.83701000021136,7.65618333289456
3437,52a23222-8921-481b-bcf5-ef7a4e955c6b,17014,2/27/2019 12:00:00 AM,tosin.williams, ,Ijebu Jesa,OSSOIE05,Oriade,30028,Osun,OS,Federal Government, ,GRID,Former INEC Building,4.80764166662965,7.69164166672959
3438,bb38912f-9c2f-45a6-9d9c-109afdebd36b,17015,2/27/2019 12:00:00 AM,tosin.williams, ,Ijebu Jesa,OSSOIE05,Oriade,30028,Osun,OS,State Government, ,GRID,High Court Of Justice Ijebujesa,4.80538666696117,7.69363833344238
3439,7e0bbaa3-ebac-45fe-865a-5ceb7f24df39,17016,2/27/2019 12:00:00 AM,tosin.williams, ,Biko-Biko,CRSGEP10,Yakurr,9017,Cross River,CR,Local Government, ,GRID,Ugep Water Board,8.08810829975829,5.8065633001562
3440,34f0af46-a5f1-4f14-af98-b628f7dd87cc,17017,2/27/2019 12:00:00 AM,tosin.williams, ,Osopong 2 / Osopong 1,CRSBRA05,Obubra,9013,Cross River,CR,Local Government, ,GRID,Customary Court Ogurude Obubra,8.38926833286729,6.14245833338543
3441,cb5ec46b-6cd8-4fb8-8f9b-d86ade0307f4,17018,2/27/2019 12:00:00 AM,tosin.williams, ,Assiga,CRSGEP07,Yakurr,9017,Cross River,CR,Federal Government, ,GRID,The Nigeria Police Force Station,8.16174666667536,5.93916666670833
3442,d95c16a2-0c7c-4da3-9023-45bf18167608,17020,2/27/2019 12:00:00 AM,tosin.williams, ,Ibara 2,OGSABS06,Abeokuta South,28002,Ogun,OG,Federal Government, ,GRID,DPR Abeokuta,3.33945499994832,7.12864333282357
3443,70089349-a218-4848-9d60-a8ad5ffa6457,17022,2/27/2019 12:00:00 AM,tosin.williams, ,Ibara 2,OGSABS06,Abeokuta South,28002,Ogun,OG,State Government, ,GRID,Ministry Of Health Ibara Okelewo,3.34201666663591,7.13709833332149
3444,06e75c32-480c-49f6-ae3a-95beb4f9666c,17023,2/27/2019 12:00:00 AM,tosin.williams, ,Ibara 2,OGSABS06,Abeokuta South,28002,Ogun,OG,Federal Government, ,GRID,Federal Inland Revenue Service Corporate Affair Commission,3.34163666709856,7.12523333295201
3445,e9a663a0-6bc0-4dcb-a239-7ebfe94ac5e2,17024,2/27/2019 12:00:00 AM,tosin.williams, ,Ibara 2,OGSABS06,Abeokuta South,28002,Ogun,OG,Federal Government, ,GRID,Department Of Petroleum Resources Abeokuta,3.33945499994832,7.12864333282357
3446,df2fc0e1-22ec-4e0d-b758-14fff3bde2f9,17025,2/27/2019 12:00:00 AM,tosin.williams, ,Ibara 2,OGSABS06,Abeokuta South,28002,Ogun,OG,Federal Government, ,GRID,Federal Road Safety Corp Sector Command Oke Ilewo,3.34130833271342,7.13071333295397
3447,56ebd1ca-ddae-42e0-9036-0d3e30f6a16e,17026,2/27/2019 12:00:00 AM,tosin.williams, ,Ibara 2,OGSABS06,Abeokuta South,28002,Ogun,OG,State Government, ,GRID,Deputy Governor Lodge,3.34419333265623,7.13362166670657
3448,c4377829-c6c6-4be5-b41c-cd7c6ba4eead,17027,2/27/2019 12:00:00 AM,tosin.williams, ,Ibara 2,OGSABS06,Abeokuta South,28002,Ogun,OG,Federal Government, ,GRID,Immigration Building,3.34178666682129,7.1328249995741
3449,dd95789e-315f-42ce-b700-d1b471c9037e,17028,2/27/2019 12:00:00 AM,tosin.williams, ,Igbore / Ago Oba,OGSABS07,Abeokuta South,28002,Ogun,OG,State Government, ,GRID,High Court Of Justice,3.34849333310086,7.14589999998503
3450,1d537f22-8eee-4306-9c72-6c82f668d35d,17029,2/27/2019 12:00:00 AM,tosin.williams, ,Orba 1,ENSBLF08,Udenu,14015,Enugu,EN,Local Government, ,GRID,Orba Local Government Area Development Center,7.46796166689745,6.86222833267146
3451,fec5161d-32d2-46d7-887d-44d57843e052,17030,2/27/2019 12:00:00 AM,tosin.williams, ,Imilike,ENSBLF03,Udenu,14015,Enugu,EN,Local Government, ,GRID,Enugu State Government Building Orba,7.46889999973524,6.86269333343063
3452,4fd7c86e-9a7e-4326-ab1c-85de27243cd6,17031,2/27/2019 12:00:00 AM,tosin.williams, ,Udunedem,ENSBLF10,Udenu,14015,Enugu,EN,State Government, ,GRID,Customary Court Obollo Afor,7.5169499996428,6.91518333304441
3453,c4c86aaf-ec88-466c-b101-d0d038982b91,17032,2/27/2019 12:00:00 AM,tosin.williams, ,Ede Ukwu,ENSNSK04,Nsukka,14013,Enugu,EN,State Government, ,GRID,Nigeria Security Building,7.4101433334481,6.81616499991486
3454,a379cdbb-95a8-45f8-b61e-c3079a80d545,17033,2/27/2019 12:00:00 AM,tosin.williams, ,Udi Siding / Iva Valley,ENSENU12,Enugu North,14004,Enugu,EN,State Government, ,GRID,Hillcrest Statelite Housing Estate,7.42862166665662,6.45215999958435
3455,fceb91dd-9ba7-43ca-9346-8e456b3f5512,17034,2/27/2019 12:00:00 AM,tosin.williams, ,Ikem 1,ENSKEM05,Isi-Uzo,14010,Enugu,EN,Federal Government, ,GRID,Nigeria Security And Civil Defence Corps,7.7043583331706,6.77025000043722
3456,ac90bbcd-ba77-47ac-8496-df5d622137a4,17035,2/27/2019 12:00:00 AM,tosin.williams, ,Ikem 1,ENSKEM05,Isi-Uzo,14010,Enugu,EN,Federal Government, ,GRID,Independent National Electoral Commission,7.70420000032982,6.77068166692544
3457,f3854171-c74d-430c-b1d3-376892368f2e,17036,2/27/2019 12:00:00 AM,tosin.williams, ,Ndufu Echara,EBSCHR21,Ikwo,11007,Ebonyi,EB,Local Government, ,GRID,Government Office,8.1557833332343,6.11719000001852
3458,b409f830-1de4-47eb-9d3f-62bd58b3dd7d,17037,2/27/2019 12:00:00 AM,tosin.williams, ,Nsurakpa,EBSHKW19,Ohaukwu,11012,Ebonyi,EB,Local Government, ,GRID,High Court Of Justice Ohaukwu Local Government Headquarters,7.94295666661691,6.39695833266097
3459,b8a1ad28-ece8-4db8-8bdb-f01af0a3fa93,17038,2/27/2019 12:00:00 AM,tosin.williams, ,Amobi,OSSAYE01,Ayedire,30002,Osun,OS,Federal Government, ,GRID,Nigeria Security and Civil Defence Corps,4.29706666739281,7.65006500039948
3460,3272b12c-8122-4945-a7b6-d5304053bdef,17039,2/27/2019 12:00:00 AM,tosin.williams, ,Umuoru Amoka / Umuagara / Amechi,EBSHKW36,Ohaukwu,11012,Ebonyi,EB,State Government, ,GRID,Ebonyi State Pipe Production Company,8.01733333286705,6.38116833295226
3461,36c1a1f5-084e-430b-a970-43c2e5808ced,17040,2/27/2019 12:00:00 AM,tosin.williams, ,Okoffia / Amudo,EBSNKE17,Ezza South,11006,Ebonyi,EB,Local Government, ,GRID,Ukaba Development Centre Ukawu,7.97999166668211,6.05321833335944
3462,a71fab55-313b-4782-9ae9-1c629e0dce8b,17041,2/27/2019 12:00:00 AM,tosin.williams, ,Ebirogu Okuzzu 2,EBSNCA08,Onicha,11013,Ebonyi,EB,Local Government, ,GRID,Government,7.89115166711582,6.05134499967204
3463,b72a7482-e1a5-4898-b9b3-851b2aed850c,17042,2/27/2019 12:00:00 AM,tosin.williams, ,Umobor 1 / Umobor 2,EBSSKA17,Ivo,11009,Ebonyi,EB,Local Government, ,GRID,National Union Of Roads Transport Workers Akaeze Branch Building,7.67536333335119,5.91841666669586
3464,68dd2cd8-6db8-4724-8522-ca61a8837c02,17043,2/27/2019 12:00:00 AM,tosin.williams, ,Ndiegu Amegu 3 / Ndufu Echara,EBSCHR14,Ikwo,11007,Ebonyi,EB,Local Government, ,GRID,Ikwo Development Center,8.1517433330884,6.09987833301869
3465,ccdc902c-dcd6-4314-a7a4-0d79b39aa75b,17044,2/27/2019 12:00:00 AM,tosin.williams, ,Ndufu Echara,EBSCHR21,Ikwo,11007,Ebonyi,EB,State Government, ,GRID,Education Authority Building,8.16625666691169,6.12075499984343
3466,28678100-d31a-49a4-ba33-550d6b201c0e,17045,2/27/2019 12:00:00 AM,tosin.williams, ,Ndufu Echara,EBSCHR21,Ikwo,11007,Ebonyi,EB,Local Government, ,GRID,Local Government Building,8.16588166670562,6.11760999960183
3467,ddb623c8-c952-433f-92e1-282e0518f24b,17046,2/27/2019 12:00:00 AM,tosin.williams, ,Ndufu Echara,EBSCHR21,Ikwo,11007,Ebonyi,EB,Local Government, ,GRID,Ebonyi State Onchocerciasis Control Program Building,8.16588499959312,6.11790999994656
3468,dfc61ab5-a5e5-4c4d-9dfe-9f20f11fd1cf,17047,2/27/2019 12:00:00 AM,tosin.williams, ,Ndufu Echara,EBSCHR21,Ikwo,11007,Ebonyi,EB,Local Government, ,GRID,Local Government Building 1,8.16535500033302,6.11876666714801
3469,0924d62d-fbf0-4b7d-9d00-b86b81f21661,17048,2/27/2019 12:00:00 AM,tosin.williams, ,Ndufu Echara,EBSCHR21,Ikwo,11007,Ebonyi,EB,Local Government, ,GRID,Local Government Building 3,8.1655450001017,6.11859166717176
3470,91787a36-d172-4e05-b4b6-517250904ef9,17049,2/27/2019 12:00:00 AM,tosin.williams, ,Ndufu Echara,EBSCHR21,Ikwo,11007,Ebonyi,EB,Local Government, ,GRID,Local Government Building 2,8.16557833257406,6.11879666673281
3471,5aea8ddf-212e-43e7-a961-23accfd7bfa7,17050,2/27/2019 12:00:00 AM,tosin.williams, ,Ndufu Echara,EBSCHR21,Ikwo,11007,Ebonyi,EB,Local Government, ,GRID,Ifad VCDP Building,8.16584166665962,6.11891333308392
3472,e54a2807-c5a1-429b-9518-787da1fe32a6,17051,2/27/2019 12:00:00 AM,tosin.williams, ,Ndufu Echara,EBSCHR21,Ikwo,11007,Ebonyi,EB,Local Government, ,GRID,Office Of Chairman,8.16595666656696,6.11896500003479
3473,176643be-d8e6-4bd2-a970-30ede91fa95a,17052,2/27/2019 12:00:00 AM,tosin.williams, ,Ndufu Echara,EBSCHR21,Ikwo,11007,Ebonyi,EB,Local Government, ,GRID,Ikwo Local Government Fadama Desk Office,8.16637166681903,6.11881000008151
3474,4ba7cc54-d412-4de3-b16e-9ac8ba1fe6c1,17053,2/27/2019 12:00:00 AM,tosin.williams, ,Ndufu Echara,EBSCHR21,Ikwo,11007,Ebonyi,EB,Local Government, ,GRID,Nigeria Union Of Teachers Building,8.166873332938,6.11885999968928
3475,f5f28b7c-c0ad-4426-82fe-9c115f109070,17054,2/27/2019 12:00:00 AM,tosin.williams, ,Ndufu Echara,EBSCHR21,Ikwo,11007,Ebonyi,EB,Local Government, ,GRID,Ikwo Local Government Women Affairs Building,8.16697166660919,6.11894500001176
3476,df9ea6a7-ecd8-4b4d-8e13-480d6eb0c53d,17055,2/27/2019 12:00:00 AM,tosin.williams, ,Ndufu Echara,EBSCHR21,Ikwo,11007,Ebonyi,EB,Local Government, ,GRID,Ikwo Women Skill Acquisition Center,8.16688166695542,6.11876333336119
