FID,globalid,uniq_id,timestamp,editor,scdy_edtor,wardname,wardcode,lganame,lgacode,statename,statecode,category,alt_name,source,poi_name,x,y
1,d8d4cba8-0678-4ef0-aa1f-177b9668b0f8,17193,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Iloro / Efon 9,EKSEFO07,Efon,13002,Ekiti,EK,Federal Government, ,GRID,Itawure Federal Road Safety Station,4.95208699022248,7.72735869324913
2,00615c03-1f54-4acf-b53d-cc3195ede800,17194,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ajara,OGSSAU03,Shagamu,28020,Ogun,OG,State Government, ,GRID,Ogun State Internal Revenue Service,3.64625993005177,6.84064452802261
3,5ae4669d-3953-49c4-9ee8-d8c782c54f19,17195,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Itunsoku,OGSSAU09,Shagamu,28020,Ogun,OG,State Government, ,GRID,High Court Of JusticeSagamu,3.62428166656571,6.85485666720149
4,fafc94e0-6ee8-4873-a103-d10b1dcc93ab,17196,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Itunsoku,OGSSAU09,Shagamu,28020,Ogun,OG,Local Government, ,GRID,Shagamu West Local Council Development Area Makun Secretariat,3.63129166697689,6.8499783334334
5,dda51016-33f7-4633-88ba-159441bd7169,17197,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Itunsoku,OGSSAU09,Shagamu,28020,Ogun,OG,State Government, ,GRID,Ogun State Library Board Shagamu Zonal Library,3.62892000005803,6.84863666724846
6,fe75adde-5e11-44a5-8442-6ab3fc235edc,17198,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ajara,OGSSAU03,Shagamu,28020,Ogun,OG,State Government, ,GRID,Ministry Of Education Science And Technology,3.64589999978523,6.83926999971078
7,38e3aecd-6457-4b28-82b0-686d5d002e38,17199,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ajara,OGSSAU03,Shagamu,28020,Ogun,OG,State Government, ,GRID,Federal Road Safety Corporation,3.6461833329945,6.84087666732438
8,85750829-54a1-4edc-a2f6-37b16e05bbc1,17200,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Iperu 1,OGSIKE05,Ikenne,28012,Ogun,OG,State Government, ,GRID,Ogun State Internal Revenue Service,3.6641233329255,6.91618999996859
9,66879698-b52f-4b61-9d39-3677981fd53f,17201,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ikenne 1,OGSIKE01,Ikenne,28012,Ogun,OG,State Government, ,GRID,Argo Services Corporation,3.71271422378243,6.85273855514026
10,582aaea4-b977-4494-bfe6-9d330ad8bf6a,17202,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ikenne 1,OGSIKE01,Ikenne,28012,Ogun,OG,State Government, ,GRID,Oh In Argo Services Corporation,3.71281500001231,6.85273666656394
11,c16deb6f-1b70-44f4-ba68-1b486a550737,17203,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Oguduokwo Oshiri,EBSNCA16,Onicha,11013,Ebonyi,EB,Local Government, ,GRID,Oshiri License Office,7.8898100000315,6.134751666856
12,83576d3e-287f-4f2d-be25-1b3cd8491f9c,17204,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Oguduokwo Oshiri,EBSNCA16,Onicha,11013,Ebonyi,EB,Local Government, ,GRID,Obalo Memorial Stadium,7.89346999974072,6.12819833318656
13,90a93445-e315-483c-899f-a2c6946f37a8,17205,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ngwaiyiekwe / Ward Ten,ABSGWB07,Ugwunagbo,1012,Abia,AB,Federal Government, ,GRID,Information Communication Technology Centre,7.33509183392107,4.9884333587126
14,378a1f60-61d3-4f5f-96ac-8f20188cc668,17206,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Assah Ubiri Elem,IMSAWD03,Orsu,17021,Imo,IM,State Government, ,GRID,State Development Council,7.01753000040924,5.85427166740357
15,a0d732d2-ddfa-4215-89e2-9a30753e9960,17207,2/27/2019 12:00:00 AM,tosin.williams, ,Ajara,OGSSAU03,Shagamu,28020,Ogun,OG,State Government, ,GRID,Ministry Of Agriculture,3.65498499965804,6.85210333340217
16,6f7e6009-0e70-441b-8306-800b61aade70,17208,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ward 7,CRSANA07,Calabar South,9009,Cross River,CR,State Government, ,GRID,Ministry Of Social Welfare Motherless Babies Home,8.3394282998762,4.94153669975896
17,510c3add-2220-47fe-a91b-ad5b717e8a42,17209,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Abana,CRSBKS06,Bakassi,9004,Cross River,CR,Federal Government, ,GRID,Nigeria Security And Civil Defence Corps Bakassi,8.5047449995821,4.83366499973999
18,8a0ac6b0-f7b1-483d-96cb-8a70bb80cde9,17210,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ward 9,CRSANA09,Calabar South,9009,Cross River,CR,Federal Government, ,GRID,Nigeria Security And Civil Defence Corps Cross River State Command,8.32008000029185,4.92478330040905
19,9e5f07f0-e527-43ea-bcc8-01ae6bd34e6b,17211,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Otun Olufi,OSSADE09,Ayedade,30001,Osun,OS,Federal Government, ,GRID,National Youth Development Centre Ode Omu,4.37891666657094,7.51357499958664
20,4bfce8a4-3df0-44f6-b17d-be2b9677eed1,17212,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Oke Ede,OSSILA07,Ila,30017,Osun,OS,Local Government, ,GRID,Ila Local Government,4.91348000040176,8.01107333286808
21,e859cc5e-4b8b-49c8-b03f-5bd3a6a2f588,17213,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Oke Ola,OSSILA11,Ila,30017,Osun,OS,Federal Government, ,GRID,Nigeria Police Station,4.87492333304544,8.00564666716002
22,229414a6-0ea0-4e79-b831-29a441b552d2,17214,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Obalufon,OSSADE10,Ayedade,30001,Osun,OS,State Government, ,GRID,Mini Water Scheme,4.36615166696589,7.32298499955812
23,55bd1601-f6ac-4948-ac2e-3b4271ff501e,17215,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Oke Ede,OSSILA07,Ila,30017,Osun,OS,Federal Government, ,GRID,NDLEA,4.9011999997802,8.00587666697464
24,343602e9-2189-4159-802c-adffd82bf595,17216,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Oke-Run,OSSBOLUW10,Boluwaduro,30005,Osun,OS,State Government, ,GRID,Osun State Government Mini Water Scheme Iresi,4.82715499990337,7.93459833334646
25,dce35578-5b43-454c-ac47-3425aa0433b3,17217,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Igbajo 3,OSSBOLUW04,Boluwaduro,30005,Osun,OS,Federal Government, ,GRID,National Root Crops Research Institute,4.83452499982894,7.93447333297797
26,09aeb5c6-4bb8-4923-ae2c-2db72e576c32,17218,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Iresi 1,OSSBOLUW05,Boluwaduro,30005,Osun,OS,State Government, ,GRID,Water Supply And Sanitation,4.88529833305165,7.92797333270317
27,ea21ebe4-f0d7-4a3d-a2cc-f628d1c93fa7,17219,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Iragberi 1,OSSEDE08,Egbedore,30009,Osun,OS,Local Government, ,GRID,INEC Office,4.38959333336567,7.7694249999638
28,d17155cb-8f25-42a5-9dac-2b01155a491b,17220,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Iragberi 1,OSSEDE08,Egbedore,30009,Osun,OS,Local Government, ,GRID,Customary Court,4.39128500040249,7.76880333280764
29,521e7bf7-faba-4287-98ad-a8b4af36b279,17221,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Iragberi 1,OSSEDE08,Egbedore,30009,Osun,OS,Local Government, ,GRID,Education Authority,4.39166666728289,7.76875333319981
30,fcdc2dfe-70fb-47b8-9c60-05f1a7953322,17222,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Olukotun Inisha,OSSODN13,Odo Otin,30025,Osun,OS,Local Government, ,GRID,Odo Otin Local Council Development Area Inisa Osun State,4.64888999987363,7.97741666664592
31,762fcc08-a2e5-4706-b314-f880ebca9993,17223,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Olukotun Inisha,OSSODN13,Odo Otin,30025,Osun,OS,State Government, ,GRID,Customary Court Inisa Osun State,4.64844333269372,7.97796999971575
32,b60c393c-a0f6-4438-9c9f-c6d94853e22f,17224,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Olukotun Inisha,OSSODN13,Odo Otin,30025,Osun,OS,Federal Government, ,GRID,National Population Commission,4.6730783328988,8.00702166671658
33,99044b66-6757-4d8e-b4c9-0a3dd66a89cd,17225,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ikang Central,CRSKTA06,Akpabuyo,9003,Cross River,CR,Local Government, ,GRID,Emmanuel Edem Okon Legislative Complex Ikot Nakanda,8.48205500003826,4.88432999972974
34,c499dc9f-133d-485a-8915-933424e208ac,17226,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ikang Central,CRSKTA06,Akpabuyo,9003,Cross River,CR,Local Government, ,GRID,Etim Okon Edet Secretariat Complex Ikot Nakanda,8.48077829997862,4.88296170012239
35,068f0263-3448-4b52-8b92-c4d6910577ae,17227,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ikang Central,CRSKTA06,Akpabuyo,9003,Cross River,CR,Local Government, ,GRID,Akpabuyo Local Government Secretariat Annex,8.4801416995798,4.88539000004852
36,57ab62d3-c8b0-4d69-9654-3bf107b0ec8a,17228,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ikang Central,CRSKTA06,Akpabuyo,9003,Cross River,CR,State Government, ,GRID,Magistrate Court Ikot Nakanda,8.48817499987638,4.87906830026191
37,ac99916b-87ca-4ba5-b702-b2bd6cec5668,17229,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ikot Eyo,CRSKTA08,Akpabuyo,9003,Cross River,CR,Local Government, ,GRID,Ministry Of Works Ikot Ene,8.46404169996453,4.91239830034135
38,b5c85c56-f752-48ec-a2db-80c89eec0c10,17230,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ikot Eyo,CRSKTA08,Akpabuyo,9003,Cross River,CR,Local Government, ,GRID,Ministry Of Education Ikot Ene,8.46479829960191,4.91332000021788
39,d1a8e73c-1122-499e-a247-36dcd26afb28,17231,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ward 11,CRSANA11,Calabar South,9009,Cross River,CR,Local Government, ,GRID,Calabar South Local Government Area Headquarters,8.32735329971507,4.91880830006306
40,08e081af-cb66-4079-8cef-fa2ce3ef8505,17232,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ward 11,CRSANA11,Calabar South,9009,Cross River,CR,Federal Government, ,GRID,Fadama Information Knowledge Centre,8.32615499985343,4.91619670031753
41,245a2548-0daa-4a8e-9ddb-0dc574aa245e,17233,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ataoja 2 / B,OSSOSO04,Osogbo,30030,Osun,OS,State Government, ,GRID,Osun State Agricultural Program,4.54926833316711,7.73747499967152
42,c2111a58-fa28-426b-8d5e-199ce73a0163,17234,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ataoja 2 / B,OSSOSO04,Osogbo,30030,Osun,OS,State Government, ,GRID,Osun State Government Sectariat Water Project Agric Oke Osun,4.54424499990688,7.73965500037804
43,9e35b2af-79dc-4a88-bd9b-9d8fbdae40cb,17235,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Iperin / Eyindi,OSSILA04,Ila,30017,Osun,OS,Local Government, ,GRID,Ila Local Government Education Authority Oke Ola,4.89399166738161,8.02189833294176
44,369e303d-2b86-48bf-9f81-fe9606a11575,17236,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Aro / Ojo,OSSEDE03,Egbedore,30009,Osun,OS,Local Government, ,GRID,Irepodun South LCDA Works and Town Planning Dept,4.4745100000365,7.81766999987065
45,b97e9517-2f7c-4a6a-80bd-2170f5c82e17,17237,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Asi / Asaba,OSSODN01,Odo Otin,30025,Osun,OS,State Government, ,GRID,Honey Building Belonged To Gov,4.79830000024486,8.0562983329018
46,aaf143be-5e0f-4974-b139-ecedfe50074b,17238,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Igbajo 2,OSSBOLUW03,Boluwaduro,30005,Osun,OS,Local Government, ,GRID,Boluwaduro East Local Council,4.80945999957936,7.90772999993959
47,d4c231d1-390a-49a3-aa80-7cdc82808315,17239,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Iba 2 / 2,OSSIDN06,Ifelodun,30016,Osun,OS,State Government, ,GRID,Secretariat,4.70199166708181,7.96608333287958
48,18db507e-090c-470a-b3a4-12e9274b2464,17240,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Okua / Ekusa,OSSODN10,Odo Otin,30025,Osun,OS,Federal Government, ,GRID,Nigeria Postal Services,4.64307333326775,7.98959666715251
49,d2e071cb-0895-48a3-8bae-d288a5ba5f28,17241,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ijugbe / Amola,OSSADE04,Ayedade,30001,Osun,OS,State Government, ,GRID,Osun CSDP Oogi Community Civil Centre Oogi,4.41718666693117,7.58373833305768
50,354c493d-b984-461f-97a7-1d8d5b9a7b12,17242,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ward 3,CRSANA03,Calabar South,9009,Cross River,CR,Federal Government, ,GRID,Federal Training Center,8.33417249996097,4.95945669966699
51,8512e846-44b5-4028-93cd-abb854955ae4,17243,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ward 3,CRSANA03,Calabar South,9009,Cross River,CR,Federal Government, ,GRID,Federal Road Safety Corp,8.3341370001225,4.95921480002306
52,d3a37c05-63fd-4ad7-881a-a2e418e0f1ab,17244,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ward 3,CRSANA03,Calabar South,9009,Cross River,CR,Federal Government, ,GRID,Nigerian Army Akim Barracks,8.3378675003849,4.95964670033499
53,0db95bc7-d696-4504-95ca-8361d46b7f79,17245,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ward 4,CRSANA04,Calabar South,9009,Cross River,CR,Federal Government, ,GRID,Nigerian Conservation Foundation,8.33204690014435,4.95408239968305
54,81d6c83e-8b21-46cf-b228-05a57a0312c3,17246,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ward 4,CRSANA04,Calabar South,9009,Cross River,CR,State Government, ,GRID,Management Development Institute Mary Slessor Avenue,8.33707320026804,4.95315070024469
55,fb341a65-fb4c-4ea6-9c87-fa9da12a7f7f,17247,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ward 4,CRSANA04,Calabar South,9009,Cross River,CR,State Government, ,GRID,Cross River State Water Board Limited Mary Slessor Avenue,8.33791239993735,4.95306989975614
56,6971e17f-4a8c-47dd-8fcc-9939c26f3841,17248,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ward 3,CRSANA03,Calabar South,9009,Cross River,CR,State Government, ,GRID,Judiciary Headquarters High Court Of Justice,8.33630379968065,4.95449549966764
57,608356ba-5556-4c37-a632-de4e7bfd6da0,17249,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ward 3,CRSANA03,Calabar South,9009,Cross River,CR,State Government, ,GRID,University Of Calabar Staff Multi Purpose Cooperative Society Complex,8.34964329969858,4.9516416999046
58,36847f9a-14b6-469a-8a2a-d41cf6a579e3,17250,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ward 2,CRSANA02,Calabar South,9009,Cross River,CR,Federal Government, ,GRID,Police Post,8.35460809968413,4.96004469980312
59,220c78e2-594a-4a38-a252-100e68b76c02,17251,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ward 2,CRSANA02,Calabar South,9009,Cross River,CR,State Government, ,GRID,Nigerian Immigration Barracks,8.35144830019897,4.96857329991792
60,114439cf-0149-4c74-b649-e4fcfffc1c83,17252,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ward 2,CRSANA02,Calabar South,9009,Cross River,CR,Federal Government, ,GRID,Federal Inland Revenue Service,8.35029449969147,4.9664452998108
61,3a4728c6-798c-4131-94fe-7cdc4fe12271,17253,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ward 2,CRSANA02,Calabar South,9009,Cross River,CR,State Government, ,GRID,Commercial Agriculture Development Project,8.35008209960927,4.96479360044435
62,d655c0b1-8ac4-42e0-82a7-fec5ed265069,17254,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ward 2,CRSANA02,Calabar South,9009,Cross River,CR,State Government, ,GRID,Cross River State Agricultural Development Project,8.35037540000474,4.96474429960978
63,2393b4fb-91ff-43f6-94f0-53abaeea0313,17255,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ward 1,CRSANA01,Calabar South,9009,Cross River,CR,Federal Government, ,GRID,Nigeria Nevy,8.36536000016395,4.96877420036913
64,15d2a25f-d197-422f-aa03-c88b58d2970a,17256,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ward 1,CRSANA01,Calabar South,9009,Cross River,CR,Federal Government, ,GRID,State Security Service Office,8.35214660038537,4.975690100218
65,5efae423-a5f0-452f-86da-4559d8c8e481,17257,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ikang North,CRSKTA01,Akpabuyo,9003,Cross River,CR,State Government, ,GRID,Fish Production Nddc Project,8.47419166711182,4.89953166655323
66,942ccc6b-aa81-4704-b32c-a9938eb51cdd,17258,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ward 9,CRSANA09,Calabar South,9009,Cross River,CR,Federal Government, ,GRID,Nigerian Airspace Management Agency Navigation Field,8.32185500030806,4.92414169977968
67,c0a82206-80f9-4263-ac02-76bf2410fcd4,17259,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Asi / Asaba,OSSODN01,Odo Otin,30025,Osun,OS,Local Government, ,GRID,Odo Otin North Local Council Oyan,4.77486499962009,8.04168499986292
68,80971625-75f8-4b60-97fc-e750768bb5d9,17260,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Araromi / Owu,OSSADE01,Ayedade,30001,Osun,OS,Local Government, ,GRID,Ayedaade South Local Council Development,4.33082833306116,7.24181666670586
69,80f89697-96ec-48a5-8c04-c4f71aa3457d,17261,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ode Omu Rural,OSSADE06,Ayedade,30001,Osun,OS,State Government, ,GRID,Osun 3 Compartment Water Toilet Facilities Obada Market Ode Omu,4.40049666708757,7.55332666719198
70,4d7169ae-12f5-4e17-91aa-6e31741d8cc5,17262,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Amoto,CRSBKS05,Bakassi,9004,Cross River,CR,Federal Government, ,GRID,Nigeria Police Force Ikang Police Post,8.53366169992756,4.79387000010047
71,f801976d-4e4c-43b0-8be5-c2e55015059d,17263,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Amoto,CRSBKS05,Bakassi,9004,Cross River,CR,Federal Government, ,GRID,Nigeria Immigration Service Ikang Control Post,8.53320330019221,4.79325000028734
72,ca93e54c-df11-4d23-ae50-86f5dba3c5bf,17264,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ambai Ekpa,CRSBKS04,Bakassi,9004,Cross River,CR,Federal Government, ,GRID,Nigeria Customs Service Ikang Border Station,8.53333329989192,4.79281330029363
73,3d42d2ce-55ee-43d0-a6bc-2dd5290cc6a4,17265,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Amoto,CRSBKS05,Bakassi,9004,Cross River,CR,State Government, ,GRID,Community And Social Development Agency Project Desk Office,8.5193900004482,4.79714829965434
74,ad1029cb-737a-46bc-878e-b7e27538dd36,17266,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Oke-Otan,OSSBOLUW09,Boluwaduro,30005,Osun,OS,State Government, ,GRID,Customary Court C Otan Ayegbaju,4.78825500016819,7.94671333265421
75,293eff97-33aa-4c16-a411-4d15e36db733,17267,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Oke-Otan,OSSBOLUW09,Boluwaduro,30005,Osun,OS,Federal Government, ,GRID,Nigeria Immigration Service Otan Ayegbaju,4.78834166693446,7.946966667178
76,66db0fbc-970c-4097-9b9d-95aac8419ff6,17268,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Oke-Run,OSSBOLUW10,Boluwaduro,30005,Osun,OS,Federal Government, ,GRID,INEC Building,4.77768833305015,7.94357666732941
77,b0fff942-8ade-4655-b2f8-263369074fed,17269,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Oke-Aree,OSSBOE08,Boripe,30006,Osun,OS,State Government, ,GRID,Mage s Rate,4.74006230033496,7.94241389968175
78,42a5432f-e9f2-49a5-bffb-0976b4e5d92e,17270,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Oke Omi,OSSBOLUW08,Boluwaduro,30005,Osun,OS,Local Government, ,GRID,Boluwaduro Igba Otun ICT Centre,4.79164500001679,7.94846999999055
79,3e9f21e3-e89a-4052-982b-dc6df915ec85,17271,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ward 4,CRSANA04,Calabar South,9009,Cross River,CR,State Government, ,GRID,Inec Area Office,8.32486100043485,4.95368190009964
80,fd2bc161-7ec6-456c-935c-2159feade658,17272,2/27/2019 12:00:00 AM,tosin.williams, ,Ataoja 4,OSSOSO06,Osogbo,30030,Osun,OS,State Government, ,GRID,Ministry Of Agriculture And Natural Resources,4.54245833298575,7.73540999977172
81,0155a5da-bd87-4de4-a423-b4888e5f46ff,17273,2/27/2019 12:00:00 AM,tosin.williams, ,Ayegunle,OSSIDO04,Ifedayo,30015,Osun,OS,State Government, ,GRID,Ifedayo Local Educational Authority,4.98969999985513,7.95337666689971
82,25c7b72c-ae86-453e-8d79-63c22bb974a5,17274,2/27/2019 12:00:00 AM,tosin.williams, ,Aworo,OSSIDO03,Ifedayo,30015,Osun,OS,Federal Government, ,GRID,Nigeria Security And Civil Defence Corps,4.99059499975948,7.95370833327303
83,811e1308-eb8c-4f24-b83e-3b2244b31585,17275,2/27/2019 12:00:00 AM,tosin.williams, ,Ayegunle,OSSIDO04,Ifedayo,30015,Osun,OS,State Government, ,GRID,Internal Revenue Service Building,4.98911333341363,7.95354166731414
84,57c05090-93ad-4b41-8cc2-6e57097f3b6b,17276,2/27/2019 12:00:00 AM,tosin.williams, ,Ayegunle,OSSIDO04,Ifedayo,30015,Osun,OS,Local Government, ,GRID,Ifedayo Education Authority,4.98942666710707,7.95358166736008
85,c8c64607-d996-4edc-b64d-5459bd4266fe,17277,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Sintali A,TRSJAL06,Jalingo,35007,Taraba,TA,State Government, ,GRID,Bureau For Land Survey Headquarters,11.3659931636536,8.90532053161729
86,d28df814-afe7-4b5c-a4f2-2b66ef4fc6c0,17278,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Sintali A,TRSJAL06,Jalingo,35007,Taraba,TA,State Government, ,GRID,State Road Construction and Maintenance Agency,11.3655327197592,8.90571360729717
87,43bad093-25b4-466f-9727-f4c18990772d,17279,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Sintali A,TRSJAL06,Jalingo,35007,Taraba,TA,State Government, ,GRID,Taraba State Water Supply Agency,11.3664063041077,8.90529447286167
88,64b21337-8f49-4de8-ba9d-eb67c013fe61,17280,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Lamido Borno,TRSARD06,Ardo-Kola,35001,Taraba,TA,Federal Government, ,GRID,Central Bank Of Nigeria,11.3428449999968,8.88335166694594
89,a63c3d1d-ce39-4b58-b54c-b47ed6c2d2e5,17281,2/27/2019 12:00:00 AM,racheal.olarewaju, ,Turaki A,TRSJAL08,Jalingo,35007,Taraba,TA,Local Government, ,GRID,Government House,11.3748076951191,8.88696581202265
90,dfb9a1cb-4990-4a2f-a2e9-ce8cecd80bd6,13724,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Becheve,CRSBNS03,Obanliku,9012,Cross River,CR,State Government, ,GRID,ADC Lodge,9.37597450022304,6.39006210008591
91,c6119318-b8de-4dd3-9ff2-c4fe42fe6f8f,14170,2/27/2019 12:00:00 AM,nuraddeen.isah, ,New Owerri 2,IMSWER15,Owerri Municipal,17024,Imo,IM,State Government, ,GRID,Isopadec,7.01093166736263,5.4639850001077
92,751e3d9f-8429-42dc-9589-347d756417d0,15102,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Umuasua,ABSMBL18,Isuikwuato,1008,Abia,AB,Local Government, ,GRID,Inec Office,7.50119999998009,5.73566666668336
93,662311af-2c42-4d5d-b958-895fa9c8cd36,15915,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Izuogu 1,IMSURU06,Ideato North,17005,Imo,IM,Local Government, ,GRID,Okohia Civic Centre,7.20854833313911,5.81011166701984
94,e0f70c19-1af0-42b1-aa24-a5d0e70fc737,13886,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ofodua,CRSBRA01,Obubra,9013,Cross River,CR,Local Government, ,GRID,Crscsdp,8.26069500017417,5.97711333291403
95,4498cc82-ab69-4c3b-8113-66cc02902b6a,16702,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ofiki 2,OYSIBAN08,Ibarapa North,31013,Oyo,OY,Local Government, ,GRID,Ladubu Community Primary School Idiyan Toilet,3.07672999998954,7.82554833258951
96,2a311fbe-0bd2-4134-9679-b09db0274ea7,15866,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Azuzi 1,IMSWER03,Owerri Municipal,17024,Imo,IM,State Government, ,GRID,Imo State House Of Assembly,7.01280500015071,5.47580666664442
97,dc33f441-b984-4c57-9b9b-053687523656,16703,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ilaro 2,OGSYES04,Yewa South,28005,Ogun,OG,Local Government, ,GRID,Yewa South Local Government Building,3.02168180866857,6.89595636279597
98,20df6bec-737b-458d-97fc-78164e2729a0,16704,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ilaro 2,OGSYES04,Yewa South,28005,Ogun,OG,State Government, ,GRID,Office Of The Auditor General Ilaro,3.02260333317736,6.89920166712329
99,5a0aa0a7-79cd-41f2-9bbb-fad2931e741a,16705,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ibafo,OGSOBE14,Obafemi Owode,28015,Ogun,OG,Federal Government, ,GRID,Ibafo Divisional Police Station,3.42053499959059,6.73893666709358
100,5a6b5086-f7f9-4270-b031-e7558bb0a4be,16706,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ijio / Ayegun,OYSIJA05,Iwajowa,31018,Oyo,OY,Federal Government, ,GRID,Custom Office Ijio,2.98734666691519,7.93582166673656
101,e7eb6d5f-2cab-4e06-b4e5-722a9fd7348d,16707,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Totoro 4,OGSABN16,Abeokuta North,28001,Ogun,OG,State Government, ,GRID,Ministry Of Works Vehicle Inspection Station Quarry Road,3.33064666661045,7.13579833272695
102,0ce48ef8-56a0-4a38-b60b-18a375cd8588,16708,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ilaro 2,OGSYES04,Yewa South,28005,Ogun,OG,State Government, ,GRID,Grade 1 Customary Court Ilaro,3.0199549997235,6.89453999982118
103,9cdfea9a-de13-41e8-ad87-1c476225ff9f,16709,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Mowe,OGSOBE13,Obafemi Owode,28015,Ogun,OG,Federal Government, ,GRID,Federal Road Safety Corps,3.4576783328888,6.82181833344936
