FID,globalid,uniq_id,timestamp,editor,scdy_edtor,wardname,wardcode,lganame,lgacode,statename,statecode,source,plc_st_nam,x,y
110,ccf88c6a-3021-4ea3-93ff-89f0db6e32e7,3143,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Osolo / Oparimo,OSSODN15,Odo Otin,30025,Osun,OS,GRID,The Nigeria Police Station Oyan,4.76618333309438,8.04871333295398
111,189252cf-940f-4dc4-a4dc-900b6ffdda64,2504,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Otuilesan,OYSIWU09,Itesiwaju,31017,Oyo,OY,GRID,Police Divisional Headquarters Otu,3.41682333293051,8.20583941215921
112,51caf5dc-faa7-49e8-a929-f1c3bd6b3459,2503,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Challenge,OYSISE04,Ibadan South East,31009,Oyo,OY,GRID,Felele Divisional Headquarters,3.88662499964408,7.33743166663817
113,f529ec27-e832-4f91-a4d7-04c05445ce29,2502,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ijinike Amin,EBSHKW11,Ohaukwu,11012,Ebonyi,EB,GRID,Nigerian Police Ngbo West Police Station Ijinike,7.94604999990764,6.47971999977824
114,d78caf49-d7a5-47c8-b117-e9be0c1ecc3d,3142,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Araromi Omuo,EKSEKE01,Ekiti East,13003,Ekiti,EK,GRID,Omuo Ekiti Divisional Police Station,5.71723865773794,7.74636995301097
115,5817c238-76bb-458d-b8c3-a415f888fcb1,3141,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogbojano,EKSIKR08,Ikere,13010,Ekiti,EK,GRID,Afao Police Station,5.22928785824809,7.50562562402337
116,dd8f754b-b77f-4ef5-89d0-4786fc8acd20,3140,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Odo Ado,EKSADO08,Ado-Ekiti,13001,Ekiti,EK,GRID,Odo Ado Divisional Police Head Quarter,5.25066447168808,7.61011599725549
117,5af3ad8c-84c6-4c96-9209-8a2eadacb588,3139,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ode 3,EKSGBN10,Gbonyin,13007,Ekiti,EK,GRID,Ode Divisional Headquarter,5.54691329361367,7.6383327588498
118,3d0298bd-a34c-4bdd-b003-b7a8ae1bf47e,2501,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amogu Akpoha / Ibii,EBSAFK25,Afikpo North,11002,Ebonyi,EB,GRID,Ogwu Eze Police Station,7.96648499978295,5.96319666689271
119,98da2911-9e61-4265-94f1-60b6b75f5425,3138,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ugele,EKSIKR11,Ikere,13010,Ekiti,EK,GRID,Ikere Divisional Head Quarter Police Station,5.22152666042706,7.48943110566103
120,24cdd25e-98fd-40d6-9044-da72dd2bba93,3137,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ugele,EKSIKR11,Ikere,13010,Ekiti,EK,GRID,Ikere Area Command Headquarters Police Station,5.20723333315186,7.4948316667481
121,756b485b-9c47-4c77-834a-afbbd50bc9eb,3136,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ire 2,EKSOYE06,Oye,13016,Ekiti,EK,GRID,Ire Police Station,5.39259884226283,7.74256609504931
122,447ed798-86cc-4f93-854f-e81c414ffd31,3135,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilupeju 1,EKSOYE03,Oye,13016,Ekiti,EK,GRID,Ayegbaju Eliti Police Station,5.29563947638076,7.79276769777107
123,bc821cbd-f438-4ef3-840c-a2fc66e03127,3134,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ayegbaju,EKSOYE02,Oye,13016,Ekiti,EK,GRID,Ayede Town Police Station,5.333895000354,7.89249999997509
124,f3aa6556-c112-4888-8931-7cf09f06f0aa,3133,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ayegbaju,EKSOYE02,Oye,13016,Ekiti,EK,GRID,Ayede Police Station,5.32822718413729,7.90492058891408
125,7662d740-f6c1-43e6-9dd1-eda0767f75b7,3131,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Onimankiong,CRSDUK11,Odukpani,9015,Cross River,CR,GRID,Okoyong Police Post,8.2783183002494,5.19564500021664
126,bd63a066-ddae-4b83-9dca-a9f7f1525bd9,3127,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ifelodun,OSSAMW02,Atakunmosa West,30004,Osun,OS,GRID,Odogbo Ijesha Police Station,4.76278166724018,7.52079666713252
127,77538951-a60c-4464-9df8-2c3204841b68,3126,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke Omi,OSSBOLUW08,Boluwaduro,30005,Osun,OS,GRID,The Nigeria Police Force B,4.77995999985416,7.94544166699939
128,aa76c341-2146-406b-a668-7fb76e03d09d,2500,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Area Command Headquaters Abakaliki,8.09679833267694,6.32543500032506
129,a2df1b30-ae77-4238-b378-115b1a77a5d5,2499,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogwor,EBSSKA15,Ivo,11009,Ebonyi,EB,GRID,Ivo Divisional Police Headquarters Akanu,7.55777833290381,5.92779333289604
130,bd4a6877-76e7-404f-811e-2318e2ae5202,2498,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igweledoha,EBSBKL08,Izzi,11010,Ebonyi,EB,GRID,Iziogo Police Station,8.20440499979094,6.6435516669759
131,cff74614-d297-4afd-a552-29ad2d315b2a,3125,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kuyanbana,PLSWAS11,Wase,32017,Plateau,PL,GRID,Police Divisional Head Quarters,9.9564499997677,9.08937333271319
132,f86c6a83-b41b-4db4-b99a-634f7433f98d,3123,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Otun 1,EKSMBA09,Moba,13015,Ekiti,EK,GRID,The Nigeria Police Divisional Headquarters,5.1343418316103,7.97750341884773
133,ed5b3b41-783d-4335-9ea0-9f9b1abca1af,3122,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ureje,EKSADO13,Ado-Ekiti,13001,Ekiti,EK,GRID,Fagbohun Police Station,5.21754188495009,7.54789513165503
134,a8f7847a-492f-4723-af10-a940aa594400,3121,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ode 3,EKSGBN10,Gbonyin,13007,Ekiti,EK,GRID,Agbado Police Station,5.52444727741994,7.5782622091337
135,9a7fc768-9e9e-40c3-9e32-e16143cf6eaa,3120,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iyin B,EKSIPN11,Irepodun/Ifelodun,13013,Ekiti,EK,GRID,The Nigeria Police State Headquarters Ado Ekiti,5.20588714427635,7.66177279387938
136,97157224-0c4d-40e7-8c63-45331011a903,3119,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Opopogboro,EKSADO12,Ado-Ekiti,13001,Ekiti,EK,GRID,Nigerian Police Force,5.23814828661421,7.64488108329539
137,3d93fc33-f0d8-424e-bb2e-a33305adedd3,3118,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oraye 1,EKSIEN06,Ise/Orun,13014,Ekiti,EK,GRID,Olele PolicePost,5.40546315939736,7.46447722384488
138,47d4294e-5905-47d8-9533-727690d806e1,3117,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilogbo,EKSIDO01,Ido-Osi,13008,Ekiti,EK,GRID,Ayegunle Police Station,5.10723295833441,7.84467885684381
139,3136ba59-3c6f-448f-b0da-14edfea3effe,3116,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Isiala Nsulu / Isiala Amapu,ABSKPU13,Isiala-Ngwa North,1006,Abia,AB,GRID,Nigeria Police Divisional Headquarters Okpuala Ngwa,7.3794116672147,5.34628499975298
140,fbb89846-2283-4f64-9203-4d8842d63d5a,3115,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ohaeke,ABSACH14,Arochukwu,1003,Abia,AB,GRID,Bends Divisional Police Headquarters,7.63655166682599,5.55873999995106
141,f9e10fcc-7e2a-4a36-b6a8-40e62fd1e09a,3114,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ipu East,ABSKKE18,Ukwa West,1014,Abia,AB,GRID,Imo River Police Post,7.16777666705957,4.88752666692221
142,f68973a2-fead-4b08-8563-31fe388c66dc,3113,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Edunabon 2,OSSINH03,Ife North,30013,Osun,OS,GRID,Ipetumodu Police Station,4.43736500029456,7.51538999964879
143,603e38df-6e81-4caa-918c-14ccd597e488,3112,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Egbe-Idi,OSSIEW03,Ilesha West,30019,Osun,OS,GRID,Police Division HQ Ijamo Ilesha,4.74639333328577,7.62755500016317
144,2e491e77-5121-4383-bba9-1d08dde88b82,3111,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ifelodun,OSSAMW02,Atakunmosa West,30004,Osun,OS,GRID,Epe Police Post,4.69431333279414,7.54201666723543
145,0caa5e57-de1d-4d55-899a-68765ce91cb8,3110,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ifelodun,OSSAMW02,Atakunmosa West,30004,Osun,OS,GRID,Police Station,4.7232733327981,7.53314666738481
146,2951bca9-2775-4319-82d1-928ce7bbd2a0,3107,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Fiditi 1,OYSAFO04,Afijio,31001,Oyo,OY,GRID,Fiditi Police Station,3.92216338842968,7.70801226785193
147,7cd58676-ae41-4a24-aeec-333ca74499a6,3106,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amaezu / Amaelu,EBSZLL03,Ishielu,11008,Ebonyi,EB,GRID,Niger Cem Police Station,7.78304166743902,6.55065333278515
148,cd9869d5-27fd-4fe8-8e27-1cfbb7718c58,3103,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Mgbom Okposi / Obioha,EBSBZR08,Ohaozara,11011,Ebonyi,EB,GRID,Court Area Station,7.8205683331621,6.034253332925
149,6dc64405-6154-49ae-83bf-8a02456e8eda,3102,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oso,EBSEDA11,Afikpo South,11003,Ebonyi,EB,GRID,Oso Police Station,7.80810166655874,5.86726999971074
150,c0fc6be0-10d7-4d82-b22f-e19e462dde3c,3100,2/2/2018 12:00:00 AM,najib.adam, ,Ilisan 2,OGSIKE04,Ikenne,28012,Ogun,OG,GRID,Ikenne Police Station,3.71444575866485,6.86653934711325
151,9082caec-b04a-49d0-a2f2-d3bfe0c6f611,3099,2/2/2018 12:00:00 AM,najib.adam, ,Ogere 1,OGSIKE09,Ikenne,28012,Ogun,OG,GRID,The Nigeria Police Ode Remo Ogun State,3.67337333321279,6.96337000022538
152,4976cad9-33c9-433f-b614-5cdf86782213,3098,2/2/2018 12:00:00 AM,najib.adam, ,Iperu 2,OGSIKE06,Ikenne,28012,Ogun,OG,GRID,The Nigeria Police Divisional Headquarters Ogere Remo,3.63536499959508,6.93456166728714
153,b9ab100c-2258-4872-9520-c9b85c75e795,3094,2/2/2018 12:00:00 AM,najib.adam, ,Odogbolu 1,OGSOGU11,Odogbolu,28017,Ogun,OG,GRID,Ayepe Police Station,3.73299564283468,6.8078342047848
154,5336114c-1b00-4812-a21a-eaafe160edd4,3093,2/2/2018 12:00:00 AM,najib.adam, ,Ilisan 2,OGSIKE04,Ikenne,28012,Ogun,OG,GRID,The Nigeria Police Station Ilishan Remo,3.71502833319107,6.89579666658295
155,83e5324d-5143-483a-9d85-20debcc6183b,3092,2/2/2018 12:00:00 AM,najib.adam, ,Ilado,OGSOGU06,Odogbolu,28017,Ogun,OG,GRID,Police Station Ibefun,3.81091999965832,6.72711499965754
156,fd009c9b-16f7-4fe9-94de-1f9f88f7aa40,3091,2/2/2018 12:00:00 AM,najib.adam, ,Okun Owa,OGSOGU14,Odogbolu,28017,Ogun,OG,GRID,Odogbolu Police Station Traffic Department,3.7690183327299,6.84717166713875
157,6ab50415-22b2-4f29-978c-42785f068538,3090,2/2/2018 12:00:00 AM,najib.adam, ,Ijagba,OGSSAU07,Shagamu,28020,Ogun,OG,GRID,Ogijo Police Station,3.51084999972772,6.70351500041699
158,ea3824f1-72f9-4a12-b26f-a24e7dac1daa,3089,2/2/2018 12:00:00 AM,najib.adam, ,Odosenbora,OGSINE08,Ijebu North East,28010,Ogun,OG,GRID,Atan Police Station,4.00613499983041,6.89283166744752
159,b987e278-1e4b-4b7f-9ea0-5a4be9f55291,2497,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndiagu,EBSUGB13,Ebonyi,11004,Ebonyi,EB,GRID,Mbeke Police Station,8.10200666727394,6.64305666663194
160,dfe4f4b7-66aa-44ef-bb47-0d6a327a846d,2496,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Edda Ndiebor,EBSAKL11,Abakaliki,11001,Ebonyi,EB,GRID,Nigeria Police Force Nkwagu,8.10766166725222,6.24854166676454
161,c0a73fcd-2741-432e-a54f-3f8a98f348b5,2495,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Enyibichiri 1 / Ukpachacha / Oguzoronweya,EBSUGB09,Ebonyi,11004,Ebonyi,EB,GRID,Okpoduma Police Station,8.16157999981721,6.51280999958186
162,89806fc9-b5b5-4ac2-bc12-5afa72f26ecd,3088,2/2/2018 12:00:00 AM,najib.adam, ,Ijada / Imepe 2,OGSIUE01,Ijebu Ode,28011,Ogun,OG,GRID,Nigeria Police Post Ososa,3.85457628706604,6.80084379070843
163,45728105-610f-48f4-9a99-d28061870ffa,3086,2/2/2018 12:00:00 AM,najib.adam, ,Ijada / Imepe 2,OGSIUE01,Ijebu Ode,28011,Ogun,OG,GRID,Police Post Ososa,3.85454148690013,6.80097529137663
164,b2e4cead-ccfc-4e1a-af83-141e9e86ac82,3085,2/2/2018 12:00:00 AM,najib.adam, ,Ogere 1,OGSIKE09,Ikenne,28012,Ogun,OG,GRID,Ode Remo Police Station,3.67339833256705,6.9632833325598
165,43aec62d-852b-46ef-9b9c-a6c7d03c0561,3084,2/2/2018 12:00:00 AM,adanna.alex, ,Affa / Oghu,ENSUDD03,Udi,14016,Enugu,EN,GRID,Affa Police Station,7.32310063078955,6.60150742602696
166,de6202f9-d736-4d55-8d8b-9ff0b911f195,3083,2/2/2018 12:00:00 AM,adanna.alex, ,Nnenwe 3 / Emudo / Uhueze,ENSDBR11,Aninri,14001,Enugu,EN,GRID,Nenwe Police Post,7.52664018209879,6.1325777320767
167,68f1a893-aa14-4206-80ca-c3b65c6aa309,3082,2/2/2018 12:00:00 AM,adanna.alex, ,Kassa,TRSYRR04,Yorro,35015,Taraba,TA,GRID,Kungana Police Station,11.5777482358924,8.892595629185
168,0df42847-bcf5-4504-a351-c23e59cd59f6,3081,2/2/2018 12:00:00 AM,adanna.alex, ,Pupule,TRSYRR10,Yorro,35015,Taraba,TA,GRID,Manang Lakware Police Station,11.6759027755926,9.07082992186344
169,cedaa070-42f6-4a83-bcb5-8a6cf19020d6,2938,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Abong,TRSKRM01,Kurmi,35009,Taraba,TA,GRID,Road Abpng,10.7424378529246,6.98774561616727
170,09853c00-d320-4e15-8def-5d0766c0dc7e,3080,2/2/2018 12:00:00 AM,adanna.alex, ,Pantisawa,TRSYRR09,Yorro,35015,Taraba,TA,GRID,Divisional Police Pantisawa Yorro LGA,11.521004181298,8.94226637289484
171,1df67e61-5c34-4796-ae08-b253d9ac9a7f,3079,2/2/2018 12:00:00 AM,adanna.alex, ,Mannang,TRSYRR06,Yorro,35015,Taraba,TA,GRID,Ankuwa Kashi Police Station,11.6047299998896,9.03211666725042
172,6bbdf618-a322-43b7-8eec-5e16f1872b6a,3078,2/2/2018 12:00:00 AM,adanna.alex, ,Lankaviri,TRSYRR05,Yorro,35015,Taraba,TA,GRID,Police Station 19,11.4218621320318,9.00831492489391
173,33f3848f-c324-471b-89ba-29ab6f0ca832,3077,2/2/2018 12:00:00 AM,adanna.alex, ,Lau,TRSLAU08,Lau,35010,Taraba,TA,GRID,Divisional Headquarters,11.2889735589826,9.20453672688848
174,9432cb18-5768-408b-957e-2ce1cb15c4e9,3076,2/2/2018 12:00:00 AM,adanna.alex, ,Ubandoma,NISKUT15,Shiroro,27022,Niger,NI,GRID,Kuta Division Police Station Kobwa,6.71180703926348,9.85383712858066
175,3ee048de-1e5a-4dd0-ba6b-ab1772e467a4,3075,2/2/2018 12:00:00 AM,adanna.alex, ,Nassarawa,NISNAS08,Magama,27014,Niger,NI,GRID,Out Post Police Station Nassarawa,4.62833681469232,9.85677761039847
176,18d1d453-7384-4014-abd8-3c44f83ae528,3074,2/2/2018 12:00:00 AM,adanna.alex, ,Lefu,NISGWU09,Gurara,27009,Niger,NI,GRID,Police Out Post Lefu,6.7803846332443,9.29544776979878
177,4a05a802-74a5-46d6-adad-c7ab4504c40c,3073,2/2/2018 12:00:00 AM,adanna.alex, ,Kabo,NISGWU06,Gurara,27009,Niger,NI,GRID,Kabo Police Station,7.1804043941475,9.40917689729605
178,58cce4a1-34b0-41fd-8650-235fbc003b49,3072,2/2/2018 12:00:00 AM,adanna.alex, ,Mashegu,NISMSG08,Mashegu,27016,Niger,NI,GRID,Mashegu Police Division,5.64276169999249,9.92705920112127
179,5d12a388-a406-4d00-9c95-99c941fb904b,3071,2/2/2018 12:00:00 AM,adanna.alex, ,Jaagi,NISMKW03,Mokwa,27017,Niger,NI,GRID,Police Out Post Jaagi,5.22579602906353,9.14886115501832
180,086e8002-c61f-49d7-a0b0-bbf58400d4d1,3070,2/2/2018 12:00:00 AM,adanna.alex, ,Kutigi,NISKUG10,Lavun,27013,Niger,NI,GRID,Lagun Police Station,5.59066499998983,9.20305166740059
181,26206ac0-a33f-4697-8299-8f26983a9f0a,3069,2/2/2018 12:00:00 AM,adanna.alex, ,Tagagi,NISAGA11,Agaie,27001,Niger,NI,GRID,Fogbe Police Out Post,6.51219499999928,8.71884500009674
182,0e069df7-afd2-4e1f-94ca-7c04b30b0b68,3068,2/2/2018 12:00:00 AM,adanna.alex, ,Nasko,NISNAS07,Magama,27014,Niger,NI,GRID,Nasko Police Station,4.90215833264097,10.4943183331246
183,ca6c2415-a331-4dc6-a81e-24612623b6c1,3067,2/2/2018 12:00:00 AM,adanna.alex, ,Amaifeke Ofeahia,IMSRLU02,Orlu,17020,Imo,IM,GRID,Nigeria Police Station Area Command Divisional Headquarters,7.03520333336718,5.7985633332313
184,a5e846c0-e4c2-4fd0-9a07-f7b65fd1c558,2494,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ohaisu A,EBSAFK32,Afikpo North,11002,Ebonyi,EB,GRID,Divisional Head Quaters Police Station,7.93592666708207,5.8978233330804
185,c52c0354-3726-4cb8-9579-27cbc0f2a237,3066,2/2/2018 12:00:00 AM,adanna.alex, ,Okwufuruaku,IMSAWD11,Orsu,17021,Imo,IM,GRID,Divisional Headquarters Awo Idemili,6.95331920042082,5.83194600030771
186,da02ae0d-d24e-47bc-a777-7fd4c094bb3f,3065,2/2/2018 12:00:00 AM,adanna.alex, ,Amaigbo 5,IMSAMG10,Nwangele,17015,Imo,IM,GRID,Divisional Police Headquarters Amaigbo,7.105510182449,5.71663874338333
187,334d05f0-4b27-4793-802c-143f5b3c8da3,3064,2/2/2018 12:00:00 AM,adanna.alex, ,Abajah 1,IMSAMG01,Nwangele,17015,Imo,IM,GRID,Abajah Police Station,7.13815884895178,5.69004394866937
188,cc2996bc-73dd-448b-aaec-574d03436bc6,3063,2/2/2018 12:00:00 AM,adanna.alex, ,Umungwa,IMSTTK12,Obowo,17016,Imo,IM,GRID,Umuoke Police Post,7.37950999998657,5.5703264281222
189,3ac05bc1-e21c-4e4c-b1eb-7a3e7937d22b,3062,2/2/2018 12:00:00 AM,adanna.alex, ,Obodo-Ahiara / Ihennworie,IMSAFR06,Ahiazu-Mbaise,17002,Imo,IM,GRID,Amuzi Police Station Ahiazu Mbaise,7.21497627163768,5.51563691341289
190,0e615405-25b1-4f2f-8ae6-be658f7ccea7,3061,2/2/2018 12:00:00 AM,adanna.alex, ,Ihiagwa,IMSUMG05,Owerri West,17026,Imo,IM,GRID,Divisional Police Head Quaters,7.01186666731292,5.41789166686698
191,eb54fa53-8af4-40c6-bdc5-3835e3585659,3060,2/2/2018 12:00:00 AM,adanna.alex, ,Gra,IMSWER09,Owerri Municipal,17024,Imo,IM,GRID,Federal Housing Police Post,7.01191666692068,5.51244500003679
192,054c909a-d13c-4800-8161-56b6a864afeb,3059,2/2/2018 12:00:00 AM,adanna.alex, ,Oforola,IMSUMG10,Owerri West,17026,Imo,IM,GRID,Ofolora Police Station,6.92804281812158,5.42230635875148
193,829addb7-90ce-4b5f-acab-b7deace3e001,3058,2/2/2018 12:00:00 AM,adanna.alex, ,Ohoba / Umunwaku,IMSEBM12,Ohaji/Egbema,17018,Imo,IM,GRID,Police Post,6.88689166691694,5.42816166742705
194,538e808d-2024-413d-a563-d8d4f3f62647,3057,2/2/2018 12:00:00 AM,adanna.alex, ,Ekwuato,IMSEBM09,Ohaji/Egbema,17018,Imo,IM,GRID,Umuokanne Police Station,6.90330999955688,5.35157829959888
195,5217dd30-df4b-46d2-bb60-07b466f5e5bb,3056,2/2/2018 12:00:00 AM,adanna.alex, ,Osu-Owerre 2,IMSUML13,Isiala Mbano,17009,Imo,IM,GRID,Divisional Police Headquarters Isiebu,7.21897224187552,5.70732297837282
196,60de0190-61d8-4dc8-9fdc-048f0fbf8554,3055,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Alin Gora,TRSARD01,Ardo-Kola,35001,Taraba,TA,GRID,Serti Police Station,11.1916219456963,8.93333862307907
197,b9df2c69-c6b1-4a51-9c49-c773d1a91ce7,3054,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kente,TRSWKR07,Wukari,35014,Taraba,TA,GRID,Gbeji Divisional Headquarters,9.46160970182632,7.88583660637431
198,cc528332-343a-4ef7-870c-7c946b64351a,3053,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Chonku,TRSWKR04,Wukari,35014,Taraba,TA,GRID,Nigeria Police Gindin Waya Out Station,9.78771111797374,8.07806737990569
199,14d5f597-79c2-4241-8ff1-c467647f5916,3052,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Jibu,TRSWKR06,Wukari,35014,Taraba,TA,GRID,Low Enforcement,9.87056594676108,7.93017075057975
200,6832f0f2-64af-434b-afe4-6f264a83f96b,3051,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Rafin Kada,TRSWKR09,Wukari,35014,Taraba,TA,GRID,Dajo Police Station,9.79375192531114,7.6657656911338
201,641a185f-f11d-4627-bf4c-5c4d25c3cbe5,3050,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Karim A,TRSKLD06,Karim Lamido,35008,Taraba,TA,GRID,Karim Lamido Police Station,11.1919618615507,9.31487163581738
202,9ef5ca30-a131-42eb-a4f3-b5346985bb5a,3048,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Muri B,TRSKLD10,Karim Lamido,35008,Taraba,TA,GRID,Jab Jab Police Station,10.6903808067289,9.24659320940913
203,56976d80-a567-4738-a5b9-bb12800d5220,3047,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Asibiti,TRSDGA02,Donga,35003,Taraba,TA,GRID,Nigeria Police Divisional HQ Donga,10.0507001346036,7.72214061629643
204,14bde3d5-2bf7-48a2-951d-ed4921fa7222,3046,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Fuka,NISSRP05,Munya,27018,Niger,NI,GRID,Fuka Police,6.93746942907092,9.64795192773931
205,c359f9b5-13f7-4544-b064-f6c207c893d0,3045,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Uffa-Akuku,EDSGAR01,Akoko-Edo,12001,Edo,ED,GRID,The Nigeria Police Divisional Headquarters Igarra,6.10715921642475,7.28159537692517
206,e893b737-7ed1-43f0-b878-d24986d547f4,3044,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ikekato,EDSRRU10,Esan Central,12004,Edo,ED,GRID,Agua Police Station,6.23265822030066,6.75956455985659
207,072c5ea2-49a3-4e40-b66f-d9f91a91708f,3041,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iresaadu,OYSSUR06,Surulere,31033,Oyo,OY,GRID,Iresaadu Police,4.39820709028504,8.08358662632179
208,725f198f-24b7-4399-a43a-cde1ee9b0339,3040,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iresaadu,OYSSUR06,Surulere,31033,Oyo,OY,GRID,Civil Defence,4.3982783876375,8.08276904365647
209,0703534c-da99-4dca-a017-8121e7409de9,3039,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ajara Vetho,LASBDY03,Badagry,25006,Lagos,LA,GRID,Ajara Police Post,2.89085615179005,6.43410372630598
210,3d5e6f4d-985e-4feb-a9f9-a28da7c0ffd3,3038,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Owode  / Orile Bariga,LASSMU14,Shomolu,25017,Lagos,LA,GRID,Baroda Divisional Police Statoin,3.39060354381854,6.53404603909348
211,26ec3b0d-32b3-44fc-879d-6c1c9ee52cec,3037,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Okepopo East,LASLID16,Lagos Island,25020,Lagos,LA,GRID,Central Police Station Adeniji Adele,3.3975858199297,6.45621010541208
212,b548d3c6-1473-464f-a32c-959570e4db64,3036,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agura / Gberigbe,LASIKU04,Ikorodu,25012,Lagos,LA,GRID,Ladegboye Police Post,3.56451719481277,6.62407483628471
213,f58b4d2a-9fb5-4b22-b7de-8a036b2bcdef,3035,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbo-Elerin,LASOJO05,Ojo,25015,Lagos,LA,GRID,NPF Divisional HQ Isasi Town,3.17038411903189,6.50080928432106
214,edb1e0a9-7c6a-4a1c-9bb5-2041a14c9261,3034,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Airways,LASSUE03,Surulere,25018,Lagos,LA,GRID,Erekusu Police Post Salami Street,3.32556882184372,6.48820530473108
215,c8304b99-0984-4a7e-b840-e02185d77ed7,3033,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Odo-Olowu,LASSUE17,Surulere,25018,Lagos,LA,GRID,Ijeshatado Police Station,3.32579335917626,6.49606089899135
216,5da40101-abe1-42e5-835f-b8bc2cd48fb4,3032,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agura / Gberigbe,LASIKU04,Ikorodu,25012,Lagos,LA,GRID,Imowo Nla Police Station,3.60427321963346,6.61644780112516
217,b9d29579-adfa-42f3-a4ac-e76de24fcca0,3031,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kemberi,LASOJO10,Ojo,25015,Lagos,LA,GRID,Okokomaiko,3.18705800212513,6.47202321140213
218,c0b8a094-5717-4c94-83ad-fe8850ef30f9,3030,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ibeju 2,LASIUI02,Ibeju Lekki,25009,Lagos,LA,GRID,Pan Atlantic Police Post,3.85724478062218,6.48365795025427
219,8b3428cc-792e-40d5-b8d3-851a016f03e7,3029,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Airways,LASSUE03,Surulere,25018,Lagos,LA,GRID,Sanya Police Station 98,3.32950571561634,6.48506088994816
220,6c3e8d6c-f396-4cf9-9678-a0797255164a,3028,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Coker,LASSUE09,Surulere,25018,Lagos,LA,GRID,Amuwo Odofin Police Station,3.32315191992524,6.46935954630607
